Ranking,Team,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF
16,California Baptist Lancers,31.0,79.5,26.6,60.3,44.2,9.9,26.0,38.0,16.4,20.8,78.6,11.6,29.4,41.0,14.4,4.2,3.5,12.8,18.4
17,McNeese Cowboys,32.0,79.4,28.5,57.3,49.7,8.4,21.1,39.9,14.0,19.4,72.4,10.0,26.0,36.0,16.3,6.6,3.9,15.9,16.7
18,Western Carolina Catamounts,31.0,78.8,27.0,57.7,46.8,9.7,26.4,36.9,15.1,21.3,71.0,9.7,27.8,37.6,14.6,5.3,1.8,14.4,17.2
19,Portland State Vikings,32.0,78.7,29.0,64.7,44.8,6.5,19.6,33.2,14.3,19.8,71.9,14.1,22.5,36.6,13.5,8.7,4.1,12.8,18.3
20,Buffalo Bulls,32.0,78.6,29.0,66.8,43.3,8.2,25.3,32.3,12.5,18.7,67.1,14.5,27.5,42.0,14.8,7.8,4.6,13.7,18.8
21,Creighton Bluejays,31.0,78.3,27.9,59.3,47.1,9.7,25.3,38.6,12.7,17.2,73.9,7.9,26.9,34.8,15.8,6.5,2.5,10.9,15.2
22,Central Michigan Chippewas,32.0,78.3,27.4,63.7,43.0,7.7,23.8,32.4,15.8,21.3,74.6,10.9,25.1,36.0,11.6,9.1,2.5,12.7,16.3
23,North Florida Ospreys,33.0,78.3,26.9,59.8,45.0,11.8,31.2,37.9,12.5,16.5,76.2,9.9,24.6,34.5,15.7,5.0,3.8,11.8,16.1
24,Georgia State Panthers,32.0,78.1,27.5,62.7,43.8,8.7,24.0,36.2,14.5,19.6,74.0,11.7,25.2,36.8,14.6,7.8,4.2,14.1,21.4
25,Auburn Tigers,31.0,78.0,26.1,60.3,43.3,8.1,26.6,30.6,17.8,26.4,67.4,13.6,27.3,40.8,12.8,6.4,4.9,12.9,19.3
26,Coastal Carolina Chanticleers,33.0,78.0,27.7,61.5,45.1,7.3,21.8,33.7,15.2,21.2,71.6,13.4,26.9,40.3,13.5,7.5,2.8,15.7,22.1
27,Sam Houston Bearkats,31.0,78.0,28.2,62.5,45.1,7.6,22.3,34.2,14.0,18.8,74.1,10.1,24.1,34.2,15.8,9.3,2.9,14.3,20.8
28,South Dakota State Jackrabbits,32.0,77.9,28.6,58.2,49.1,7.3,21.2,34.7,13.4,19.0,70.7,9.6,28.7,38.3,14.3,5.0,3.3,13.0,16.7
29,Marquette Golden Eagles,30.0,77.8,25.3,58.8,43.0,10.0,26.2,38.2,17.1,23.1,74.3,10.6,29.2,39.8,13.5,5.1,4.2,13.7,19.1
30,Iowa Hawkeyes,31.0,77.7,27.2,60.3,45.1,7.9,22.7,34.7,15.5,20.7,75.0,11.5,26.0,37.5,17.4,6.2,3.9,12.1,16.0
31,St. Francis (PA) Red Flash,32.0,77.7,28.1,60.1,46.7,6.4,17.7,36.0,15.1,20.1,75.0,11.1,25.0,36.2,11.7,7.0,2.7,12.2,16.7
32,Hampton Pirates,34.0,77.5,27.2,59.6,45.6,6.3,18.9,33.2,16.9,24.1,69.9,10.6,26.1,36.7,14.6,5.0,3.8,11.7,19.1
33,Nevada Wolf Pack,31.0,77.1,27.1,60.6,44.7,10.0,26.0,38.3,12.9,17.1,75.3,8.7,29.6,38.3,14.9,5.1,3.5,12.0,19.6
34,Nicholls Colonels,31.0,77.0,28.4,64.0,44.4,8.0,23.8,33.7,12.2,16.3,74.8,11.3,23.4,34.7,13.2,10.0,3.7,13.5,19.2
35,UTSA Roadrunners,32.0,76.9,27.1,64.9,41.7,9.6,27.5,35.0,13.2,17.3,76.3,11.0,28.0,39.0,12.4,5.9,2.7,12.9,20.2
36,Furman Paladins,32.0,76.8,27.5,58.0,47.4,9.4,26.8,35.2,12.3,17.5,70.1,7.8,23.8,31.6,14.8,8.3,2.8,11.4,15.5
37,Florida International Panthers,32.0,76.7,28.1,61.5,45.6,8.9,25.6,34.9,11.7,17.9,65.0,10.9,24.8,35.7,14.7,8.8,6.6,15.1,17.3
38,New Mexico Lobos,33.0,76.7,27.0,58.0,46.6,7.0,21.3,32.7,15.7,21.8,72.0,9.5,25.7,35.1,15.0,8.1,2.9,14.4,15.6
39,Western Kentucky Hilltoppers,30.0,76.6,26.0,56.8,45.7,7.1,20.9,33.8,17.6,22.3,78.9,8.4,25.4,33.8,11.1,6.7,4.0,12.3,13.8
40,Utah State Aggies,34.0,76.5,26.6,57.9,46.0,7.3,21.9,33.3,15.9,20.9,76.3,10.8,30.0,40.7,16.5,6.1,3.2,12.5,15.7
41,Arizona Wildcats,32.0,76.4,26.6,59.5,44.6,7.3,20.7,35.2,16.0,21.8,73.2,10.9,26.5,37.4,15.4,6.8,3.7,11.8,18.5
42,Hofstra Pride,34.0,76.4,26.3,58.6,45.0,8.3,22.1,37.5,15.4,19.7,78.3,10.4,24.4,34.8,12.3,6.9,2.1,11.3,14.2
43,Austin Peay Governors,33.0,76.3,27.0,58.9,45.9,6.8,19.5,34.6,15.5,21.7,71.6,11.8,24.2,36.0,13.2,6.6,3.0,12.8,18.3
44,Kent State Golden Flashes,32.0,76.3,27.7,61.0,45.4,8.4,24.7,33.9,12.6,17.3,72.7,10.8,25.3,36.2,13.9,6.8,4.1,12.7,18.7
45,Yale Bulldogs,30.0,76.3,27.0,57.5,46.9,8.8,23.8,37.1,13.5,19.0,71.2,9.1,29.8,38.9,15.5,6.3,3.4,13.0,15.0
46,Pepperdine Waves,32.0,76.3,26.3,60.4,43.4,8.0,22.7,35.1,15.8,20.0,79.2,9.7,24.8,34.5,14.8,6.2,3.8,12.7,18.2
47,East Tennessee State Buccaneers,34.0,76.3,27.0,56.9,47.5,7.6,22.1,34.6,14.6,21.0,69.4,10.9,24.6,35.5,13.9,8.2,3.6,12.1,17.6
48,Colgate Raiders,34.0,76.1,27.4,61.1,44.8,10.1,28.1,35.7,11.2,15.0,74.9,10.0,26.6,36.6,14.4,6.1,2.9,10.9,15.1
49,Cal State Northridge Matadors,32.0,76.1,27.4,60.2,45.6,7.6,20.4,37.3,13.7,18.8,72.6,9.1,24.3,33.4,14.0,5.7,3.2,11.3,17.3
50,Akron Zips,30.0,76.0,25.5,57.8,44.0,9.1,25.6,35.7,16.0,20.7,77.0,9.9,28.4,38.3,13.1,5.2,3.0,12.9,17.8
51,Boise State Broncos,32.0,75.9,25.9,57.9,44.7,8.4,24.4,34.5,15.7,20.9,75.1,8.9,25.9,34.8,13.0,5.7,1.4,12.5,17.3
52,Marshall Thundering Herd,32.0,75.9,28.0,63.4,44.2,7.7,24.5,31.3,12.2,18.4,66.3,10.8,27.9,38.8,14.2,8.1,5.9,14.7,18.8
53,Michigan State Spartans,31.0,75.9,27.3,59.1,46.1,7.7,22.2,34.8,13.7,18.2,75.0,11.1,29.5,40.6,17.7,5.1,5.0,12.5,16.9
54,Long Island University Sharks,33.0,75.9,26.3,59.6,44.1,9.5,27.5,34.4,13.9,19.4,71.5,7.8,26.2,34.1,14.3,6.8,3.4,14.0,17.0
55,Georgia Bulldogs,32.0,75.9,27.3,60.7,45.1,7.0,23.2,30.0,14.2,20.3,70.2,11.8,26.0,37.8,13.5,7.1,3.3,14.7,18.9
56,Oregon Ducks,31.0,75.9,26.3,58.5,44.9,6.7,21.8,30.9,16.6,22.4,74.1,10.9,22.7,33.6,14.9,9.5,2.6,14.1,21.3
56,Oregon Ducks,31.0,75.9,27.6,58.9,47.0,8.7,21.9,39.6,11.9,17.0,70.0,10.8,24.5,35.3,14.4,7.8,3.3,11.9,17.4
58,Arkansas Razorbacks,32.0,75.8,25.3,57.0,44.3,7.6,22.8,33.4,17.7,24.3,73.1,7.5,24.1,31.6,11.9,7.9,3.9,11.5,20.1
59,Santa Clara Broncos,33.0,75.7,26.6,57.5,46.2,7.5,21.3,35.4,15.0,20.2,74.2,7.3,26.9,34.2,15.4,6.8,3.3,13.4,20.2
60,UT Martin Skyhawks,29.0,75.7,26.9,59.2,45.5,7.5,22.3,33.7,14.3,19.0,75.3,10.7,22.2,32.9,12.2,5.1,2.8,12.9,16.0
61,Georgia Southern Eagles,33.0,75.6,26.5,60.0,44.2,7.9,24.0,32.8,14.7,21.8,67.4,9.9,25.9,35.8,12.3,7.9,3.8,13.0,16.5
62,Colorado State Rams,32.0,75.5,26.3,56.0,46.9,8.1,22.0,36.6,14.8,21.9,67.9,8.9,26.8,35.7,15.5,6.5,2.0,13.1,15.3
63,Northwestern State Demons,30.0,75.5,26.6,60.1,44.2,7.8,21.9,35.6,14.6,19.9,73.3,11.2,27.7,38.9,12.9,5.8,4.4,16.4,19.6
64,Murray State Racers,32.0,75.4,26.6,55.9,47.6,6.6,17.8,36.9,15.6,22.0,70.9,9.6,28.4,38.0,14.4,5.7,3.9,13.8,17.7
65,New Orleans Privateers,30.0,75.4,26.7,57.7,46.2,5.2,15.3,33.8,16.9,22.7,74.4,9.6,21.5,31.1,14.9,7.7,2.1,13.9,19.2
66,Florida State Seminoles,31.0,75.4,27.2,59.6,45.7,7.4,21.1,35.1,13.5,18.0,75.0,11.3,24.2,35.5,13.2,8.8,5.2,13.2,17.5
67,Richmond Spiders,31.0,75.3,27.3,58.6,46.6,8.0,22.2,36.2,12.6,16.3,77.6,7.5,27.1,34.6,15.5,8.1,2.5,10.9,15.5
68,Saint Mary's Gaels,34.0,75.3,27.1,56.6,47.9,8.1,20.5,39.6,12.9,17.1,75.4,7.7,24.3,32.0,11.9,6.6,2.0,9.9,16.5
69,Northern Iowa Panthers,31.0,75.2,27.2,57.3,47.5,9.3,23.8,38.9,11.5,15.1,75.9,9.5,28.1,37.5,12.2,4.6,2.3,12.0,14.3
70,Seattle U Redhawks,29.0,75.1,25.2,62.1,40.6,7.2,23.4,30.8,17.4,22.5,77.5,10.4,25.0,35.4,10.9,5.9,3.1,10.2,20.0
71,Penn State Nittany Lions,31.0,75.1,26.8,62.3,43.1,8.0,24.7,32.5,13.4,19.3,69.2,11.2,27.5,38.7,14.3,7.5,4.8,11.2,17.5
72,Alcorn State Braves,30.0,75.0,26.1,61.2,42.7,8.9,24.4,36.6,13.8,18.6,74.4,11.0,26.2,37.2,13.5,8.0,3.3,14.4,18.3
73,UNC Asheville Bulldogs,31.0,75.0,27.8,60.1,46.2,8.0,23.5,33.9,11.5,16.1,71.7,8.6,27.5,36.1,14.6,5.5,4.5,10.7,15.2
73,UNC Asheville Bulldogs,31.0,75.0,27.0,58.8,45.9,7.8,22.6,34.6,13.2,20.0,66.0,8.6,21.6,30.2,10.8,8.2,2.4,11.4,19.5
75,San Francisco Dons,34.0,74.9,26.6,60.3,44.2,8.8,26.4,33.4,12.8,17.7,72.0,10.6,25.7,36.3,12.1,7.0,3.1,12.1,17.6
76,North Dakota Fighting Hawks,33.0,74.8,25.9,56.8,45.6,7.8,23.1,34.0,15.2,19.9,76.1,8.6,27.0,35.6,12.8,4.6,2.3,13.3,17.5
77,San Diego State Aztecs,32.0,74.8,26.6,56.9,46.8,9.1,23.9,38.0,12.5,16.2,77.1,9.3,25.8,35.0,14.8,6.9,2.8,10.8,16.7
78,The Citadel Bulldogs,30.0,74.8,26.3,60.7,43.4,9.3,28.4,32.8,12.9,18.6,69.1,8.3,25.8,34.1,14.4,6.7,2.9,15.2,17.1
79,North Dakota State Bison,33.0,74.8,25.4,56.9,44.6,9.2,25.8,35.6,14.8,18.6,79.8,7.7,27.8,35.5,11.9,4.6,2.3,10.0,15.5
80,Central Arkansas Bears,31.0,74.7,25.1,59.4,42.2,7.5,24.0,31.0,17.1,23.9,71.7,10.6,27.6,38.3,14.5,5.3,5.1,17.7,20.6
81,Seton Hall Pirates,30.0,74.7,26.1,58.5,44.6,7.9,23.7,33.5,14.6,20.4,71.5,10.3,26.8,37.1,14.6,7.0,5.8,13.3,18.6
82,Eastern Kentucky Colonels,33.0,74.7,26.0,63.2,41.1,8.1,25.3,32.1,14.6,20.1,72.6,10.1,23.6,33.7,12.0,9.3,2.1,14.0,18.3
83,Georgetown Hoyas,32.0,74.7,26.3,60.0,43.7,6.4,18.6,34.6,15.7,20.4,77.1,11.8,26.4,38.2,15.0,6.3,4.1,13.5,16.0
84,Bethune-Cookman Wildcats,30.0,74.6,26.1,61.4,42.5,6.1,19.2,31.9,16.4,23.4,70.0,11.9,27.3,39.2,12.1,7.2,3.0,15.5,19.7
85,UMass Lowell River Hawks,32.0,74.6,27.7,61.2,45.2,6.9,21.8,31.9,12.4,17.4,71.0,10.4,25.3,35.7,13.6,7.7,4.5,12.0,18.1
85,UMass Lowell River Hawks,32.0,74.6,26.2,57.2,45.8,6.9,20.5,33.9,15.3,21.5,71.2,9.5,24.5,34.0,14.4,6.9,2.6,13.4,16.8
87,St. John's Red Storm,32.0,74.6,27.0,66.1,40.9,6.6,20.7,32.1,13.9,19.8,70.3,12.4,26.0,38.4,14.7,10.0,4.0,11.2,18.8
88,Kansas Jayhawks,31.0,74.6,27.5,56.7,48.4,6.4,18.6,34.4,13.3,19.9,66.7,10.7,27.8,38.6,13.9,7.6,4.7,12.8,14.7
89,Toledo Rockets,32.0,74.6,25.1,57.6,43.5,8.8,24.2,36.6,15.6,20.9,74.6,10.0,27.8,37.8,14.5,5.6,3.4,12.2,16.0
90,Bowling Green Falcons,31.0,74.5,26.5,63.5,41.8,7.8,23.1,33.8,13.7,18.2,75.2,11.3,28.7,39.9,12.3,5.5,2.3,11.1,17.6
91,Louisiana Tech Bulldogs,30.0,74.5,27.4,58.8,46.6,8.4,23.5,35.7,11.4,17.1,66.8,10.5,26.5,37.0,13.4,7.4,2.5,12.4,17.0
92,Kentucky Wildcats,31.0,74.4,25.6,55.6,46.1,5.1,14.8,34.3,18.1,22.7,79.7,9.7,27.0,36.6,13.4,5.2,4.9,12.5,18.3
93,Western Illinois Leathernecks,26.0,74.4,27.3,64.1,42.6,8.7,23.5,36.9,11.1,14.2,78.3,8.3,25.6,33.9,10.3,5.0,2.2,11.2,18.0
94,Syracuse Orange,32.0,74.3,25.4,58.3,43.6,8.1,24.6,33.0,15.4,20.8,74.0,10.5,25.3,35.8,14.0,7.4,4.5,11.3,16.3
95,Delaware Blue Hens,33.0,74.3,26.7,55.6,48.0,7.6,21.4,35.6,13.3,17.5,75.8,7.6,25.9,33.5,13.1,5.5,3.3,12.9,16.5
96,Northern Colorado Bears,31.0,74.3,27.0,57.7,46.8,10.2,26.6,38.4,10.1,15.1,66.7,8.5,25.6,34.0,13.4,5.1,2.4,10.1,15.2
97,Eastern Illinois Panthers,32.0,74.3,27.8,60.8,45.8,6.7,19.7,34.2,11.9,18.1,66.0,10.7,25.8,36.6,14.1,7.7,4.4,12.6,16.4
98,Notre Dame Fighting Irish,32.0,74.3,26.6,62.3,42.6,9.7,28.1,34.5,11.4,15.6,73.5,10.1,27.7,37.8,16.5,5.9,3.7,9.8,12.4
99,Samford Bulldogs,33.0,74.2,26.1,60.6,43.1,6.6,20.0,33.1,15.3,20.6,74.4,10.6,26.0,36.6,11.9,7.1,3.4,15.6,16.2
100,UNC Greensboro Spartans,32.0,74.1,27.5,63.6,43.2,8.7,26.9,32.4,10.5,16.5,63.3,12.8,24.0,36.8,12.8,9.3,4.3,11.6,18.3
101,Louisville Cardinals,31.0,74.1,26.1,57.6,45.3,8.2,21.9,37.6,13.6,18.6,73.1,10.8,27.8,38.6,14.0,5.1,2.7,12.1,16.9
102,UC Irvine Anteaters,32.0,74.0,27.8,58.7,47.3,6.2,17.5,35.4,12.3,16.6,73.9,11.4,28.1,39.5,14.8,6.4,3.7,13.8,18.4
103,Rice Owls,32.0,73.8,25.0,57.8,43.2,9.9,29.2,33.9,13.9,19.3,72.1,9.1,26.5,35.5,14.3,6.0,2.1,13.3,16.4
104,Arizona State Sun Devils,31.0,73.8,26.3,61.4,42.9,7.3,22.7,32.3,13.8,19.9,69.5,10.1,25.9,36.0,11.1,8.0,3.4,13.2,18.7
105,Pennsylvania Quakers,27.0,73.7,27.4,60.2,45.6,8.9,26.8,33.1,10.0,15.0,66.4,8.3,27.9,36.3,14.9,5.9,3.3,12.6,14.7
106,Omaha Mavericks,32.0,73.5,27.7,61.7,44.9,6.3,18.5,33.8,11.9,16.7,71.2,9.8,26.4,36.2,12.3,5.2,3.3,12.2,16.7
107,Delaware State Hornets,32.0,73.4,25.8,62.6,41.1,7.8,24.7,31.5,14.2,20.7,68.5,10.6,25.1,35.7,10.4,6.9,2.2,15.3,20.7
108,Wake Forest Demon Deacons,31.0,73.4,24.7,57.1,43.2,6.6,18.8,35.1,17.5,23.4,74.7,10.2,27.6,37.7,12.7,4.9,2.8,14.2,19.1
109,South Carolina Gamecocks,31.0,73.4,25.9,55.3,46.8,5.2,15.5,33.6,16.5,21.8,75.4,12.0,25.5,37.5,13.4,5.6,5.1,13.9,17.5
109,South Carolina Gamecocks,31.0,73.4,26.8,61.0,44.0,5.6,18.1,31.0,14.1,22.5,62.8,11.9,25.4,37.4,14.4,7.7,4.3,13.1,23.3
111,Loyola Maryland Greyhounds,32.0,73.4,25.9,55.8,46.5,6.6,20.7,32.0,14.9,23.3,63.7,8.9,25.6,34.5,15.5,6.8,2.9,13.7,17.6
112,Sacred Heart Pioneers,30.0,73.3,26.1,61.7,42.3,5.7,18.0,31.5,15.5,22.9,67.6,12.0,26.8,38.8,12.6,8.4,3.9,11.8,17.3
112,Sacred Heart Pioneers,33.0,73.3,25.5,59.4,43.0,7.6,23.3,32.7,14.6,19.9,73.4,13.2,28.1,41.2,13.2,5.0,4.1,13.9,15.8
114,Little Rock Trojans,31.0,73.2,25.1,53.3,47.0,6.1,17.5,34.6,17.0,24.0,71.0,9.9,25.5,35.4,14.9,6.9,3.6,15.5,18.6
115,Louisiana Ragin' Cajuns,33.0,73.2,25.0,59.8,41.8,7.8,24.4,32.1,15.4,20.7,74.3,10.6,24.6,35.2,11.5,6.0,3.1,14.1,17.8
116,Villanova Wildcats,31.0,73.2,25.7,58.3,44.1,9.9,27.5,35.9,11.9,15.6,75.9,8.7,27.1,35.9,14.5,5.6,2.6,10.8,15.3
117,Texas State Bobcats,32.0,73.1,26.3,57.3,45.8,5.2,15.9,32.5,15.4,20.4,75.6,10.0,24.5,34.4,14.2,6.3,2.9,11.2,18.7
118,Air Force Falcons,32.0,73.1,25.1,55.0,45.6,8.6,22.9,37.5,14.3,19.6,73.1,7.4,25.1,32.5,14.7,5.0,1.3,12.3,16.7
119,Chattanooga Mocs,33.0,73.0,26.3,57.8,45.5,8.5,23.8,35.7,11.9,16.7,71.2,9.1,26.1,35.2,13.8,4.8,1.5,12.0,15.3
120,Texas Southern Tigers,32.0,73.0,25.2,60.2,41.8,5.3,17.3,30.4,17.3,24.6,70.6,11.9,25.9,37.8,11.3,6.4,2.9,15.8,19.1
121,UT Rio Grande Valley Vaqueros,30.0,73.0,26.0,59.6,43.5,6.4,18.6,34.3,14.7,20.5,71.7,10.5,22.6,33.1,15.0,8.4,3.7,12.5,19.9
122,SMU Mustangs,30.0,72.9,25.7,56.9,45.1,7.9,24.3,32.3,13.7,18.0,76.2,11.5,25.2,36.6,15.6,5.8,3.2,13.3,16.4
123,Harvard Crimson,29.0,72.9,26.3,57.9,45.4,7.2,21.9,32.9,13.1,18.7,70.1,10.5,27.8,38.3,11.8,6.4,5.3,13.9,17.4
124,UConn Huskies,31.0,72.8,25.2,60.1,42.0,7.0,21.5,32.4,15.4,20.8,74.2,12.7,25.2,37.9,12.9,7.1,6.0,14.2,18.7
125,UC Davis Aggies,32.0,72.8,25.5,55.3,46.1,8.1,20.4,39.7,13.7,17.4,78.7,7.3,23.4,30.7,12.8,5.8,1.8,12.8,18.6
126,Southern Utah Thunderbirds,32.0,72.8,26.1,57.6,45.3,6.1,18.4,33.1,14.6,20.3,71.6,9.1,27.8,37.0,12.0,6.8,4.1,13.5,19.4
127,Youngstown State Penguins,33.0,72.8,26.4,62.3,42.3,7.2,23.2,30.8,12.9,18.7,69.0,13.8,25.2,39.0,12.5,5.7,2.6,12.0,17.5
128,Davidson Wildcats,30.0,72.7,25.4,57.1,44.5,6.6,20.6,31.9,15.3,22.6,67.7,11.0,26.7,37.7,14.6,6.5,4.9,14.4,18.0
128,Davidson Wildcats,30.0,72.7,25.2,55.5,45.3,9.1,24.7,36.7,13.3,17.5,76.2,7.8,25.2,33.0,14.1,5.5,2.7,11.1,16.1
130,Gardner-Webb Runnin' Bulldogs,32.0,72.4,25.3,56.5,44.8,7.9,22.1,36.0,13.9,20.0,69.4,9.5,25.5,34.9,13.7,6.3,4.7,12.5,16.3
131,Northern Kentucky Norse,32.0,72.4,25.3,58.5,43.3,8.1,26.5,30.5,13.7,19.9,68.9,11.2,25.4,36.6,13.6,8.1,2.1,12.5,17.9
132,Houston Cougars,31.0,72.3,25.4,60.3,42.2,7.0,20.7,33.7,14.5,19.8,73.0,14.4,27.1,41.5,12.9,5.2,4.9,11.9,19.6
133,Valparaiso Beacons,35.0,72.3,26.3,59.7,44.2,8.2,24.1,34.0,11.4,16.0,71.4,9.4,24.8,34.2,15.2,7.7,3.3,12.7,17.2
134,Lamar Cardinals,32.0,72.3,26.0,59.5,43.7,5.9,17.9,33.0,14.4,20.4,70.5,11.3,24.3,35.6,13.3,8.9,4.6,14.6,16.6
135,Siena Saints,30.0,72.2,26.2,58.0,45.2,7.4,20.7,35.7,12.4,17.1,72.3,9.1,24.5,33.6,11.9,6.4,3.3,13.0,16.3
135,Siena Saints,30.0,72.2,25.7,56.0,45.9,6.6,18.6,35.5,14.3,20.3,70.4,10.7,25.8,36.5,13.4,5.3,3.1,13.0,16.5
137,Illinois Fighting Illini,31.0,72.2,26.2,59.1,44.3,5.6,18.3,30.9,14.3,19.6,72.8,12.7,26.8,39.5,13.3,4.9,2.9,12.1,16.1
138,North Carolina A&T Aggies,32.0,72.2,25.8,60.0,43.0,5.7,19.1,29.6,14.9,24.5,60.9,11.3,27.3,38.6,14.7,8.1,3.7,15.3,20.9
139,North Carolina Tar Heels,33.0,72.2,26.2,62.4,42.0,5.5,18.0,30.4,14.2,20.9,68.2,13.8,28.1,41.9,14.3,5.5,3.5,12.9,16.7
140,VMI Keydets,33.0,72.1,25.8,60.3,42.8,10.9,30.7,35.5,9.6,13.6,70.8,10.1,25.6,35.8,16.0,6.7,2.5,12.7,18.0
141,UNLV Rebels,32.0,72.1,25.4,58.6,43.3,7.5,23.6,31.9,13.8,20.0,69.2,12.4,26.8,39.2,12.6,6.2,2.8,13.3,20.6
142,Wofford Terriers,35.0,72.1,26.0,56.4,46.0,9.6,27.2,35.3,10.5,14.8,71.2,7.8,23.5,31.3,13.5,5.6,2.6,12.1,16.9
143,Ohio State Buckeyes,31.0,72.1,24.3,54.5,44.6,8.4,22.6,37.3,15.1,20.0,75.2,9.9,26.8,36.8,13.3,5.0,3.5,12.7,17.1
144,Memphis Tigers,32.0,72.0,26.1,59.5,43.9,7.1,22.4,31.6,12.7,17.0,74.6,10.2,24.1,34.3,13.8,7.4,4.2,13.3,16.2
144,Memphis Tigers,31.0,72.0,25.0,56.9,44.0,6.6,20.0,32.9,15.4,22.7,67.9,10.5,29.5,40.0,14.1,7.8,5.9,16.5,19.6
146,Radford Highlanders,32.0,71.9,25.4,57.4,44.3,4.7,15.4,30.6,16.4,23.2,70.9,9.5,23.1,32.7,14.5,8.7,2.8,14.5,22.0
146,Radford Highlanders,32.0,71.9,26.3,56.7,46.4,7.8,22.1,35.5,11.5,18.0,64.2,10.6,25.8,36.4,13.3,5.3,2.1,10.7,17.6
148,Texas Tech Red Raiders,31.0,71.9,25.1,55.6,45.2,7.2,20.4,35.5,14.5,19.2,75.4,9.0,24.4,33.3,15.4,7.7,4.0,13.7,17.6
149,James Madison Dukes,30.0,71.9,25.0,59.6,42.0,7.7,24.0,32.0,14.2,21.7,65.3,10.1,27.5,37.6,12.3,6.2,2.9,12.4,17.4
150,Florida Gators,31.0,71.9,25.5,55.8,45.7,7.1,20.5,34.7,13.7,19.0,72.3,10.1,24.7,34.8,11.9,5.7,3.9,11.9,17.0
151,Wichita State Shockers,31.0,71.8,24.8,61.0,40.7,7.9,24.0,32.8,14.4,20.6,69.7,12.1,27.2,39.3,14.1,7.1,3.7,12.8,18.6
152,Maryland Terrapins,31.0,71.8,24.0,57.2,41.9,7.7,24.7,31.1,16.1,21.6,74.7,11.2,27.0,38.2,13.2,4.6,4.3,11.3,14.9
153,Rider Broncs,30.0,71.7,25.2,57.5,43.8,6.1,19.1,32.1,15.3,23.5,65.1,10.9,27.4,38.3,13.0,6.7,2.6,14.1,17.4
154,Vanderbilt Commodores,32.0,71.7,23.8,55.5,42.8,8.2,24.6,33.3,16.0,23.0,69.7,9.0,23.3,32.3,11.4,7.1,3.3,13.1,19.3
155,Saint Louis Billikens,31.0,71.7,26.4,58.2,45.4,5.4,15.7,34.0,13.5,23.3,58.0,12.4,27.3,39.7,14.5,7.5,4.2,12.8,18.4
