Ranking,Team,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF
51,Iona Gaels,34.0,79.5,28.1,61.1,46.1,9.5,24.9,38.3,13.6,18.4,73.8,8.6,25.1,33.6,15.9,6.7,3.0,11.6,17.3
52,Seton Hall Pirates,34.0,79.4,28.6,61.0,46.8,7.4,20.1,36.5,15.0,21.4,69.8,12.2,26.0,38.3,15.5,6.2,3.4,12.7,18.1
53,UNC Wilmington Seahawks,32.0,79.4,28.8,65.9,43.6,7.6,22.0,34.6,14.3,20.8,69.0,14.0,27.0,40.9,15.3,5.1,2.1,12.9,18.3
54,Furman Paladins,33.0,79.4,28.5,60.8,47.0,10.2,28.8,35.6,12.0,16.9,71.3,9.6,25.5,35.1,15.9,8.0,2.2,11.6,16.1
55,St. Francis (PA) Red Flash,31.0,79.0,27.7,59.5,46.6,8.1,21.6,37.3,15.5,20.3,76.2,8.9,24.9,33.8,13.4,6.7,2.3,11.6,16.0
56,Toledo Rockets,34.0,79.0,26.9,57.4,46.7,9.6,24.0,40.1,15.7,21.3,73.7,9.4,27.4,36.8,15.6,3.7,4.0,11.6,15.9
57,Butler Bulldogs,35.0,78.9,29.1,61.6,47.3,8.2,23.0,35.7,12.5,16.1,77.6,9.3,24.9,34.1,14.0,6.6,2.9,11.2,18.3
58,Hampton Pirates,35.0,78.9,28.2,63.1,44.7,5.7,18.1,31.5,16.7,21.6,77.4,11.2,28.9,40.1,15.1,5.4,3.6,12.9,19.7
59,Central Michigan Chippewas,36.0,78.8,26.5,60.7,43.6,9.9,28.8,34.3,15.9,19.8,80.6,11.3,24.9,36.3,13.7,6.3,3.3,11.6,15.9
60,Detroit Mercy Titans,32.0,78.6,27.6,63.5,43.5,8.8,25.5,34.5,14.7,19.4,75.5,10.5,24.3,34.8,13.7,6.6,2.8,13.6,20.3
61,Murray State Racers,32.0,78.6,27.2,56.3,48.3,8.5,22.5,37.7,15.8,21.5,73.4,10.7,26.4,37.1,14.7,6.8,3.3,12.0,17.5
62,Weber State Wildcats,31.0,78.5,27.3,55.5,49.1,9.0,21.7,41.7,14.9,19.5,76.6,5.9,27.6,33.5,13.9,5.2,3.9,11.9,17.8
63,Western Kentucky Hilltoppers,38.0,78.4,28.3,57.4,49.2,5.4,15.4,35.1,16.4,22.9,71.7,9.7,25.9,35.6,13.6,7.1,3.7,11.6,15.0
64,Georgetown Hoyas,30.0,78.3,26.7,58.8,45.4,7.5,20.6,36.6,17.5,22.5,77.5,10.9,27.5,38.4,17.4,5.5,3.7,15.3,17.7
65,UTSA Roadrunners,35.0,78.3,27.8,63.5,43.7,10.1,28.0,36.1,12.7,18.7,67.5,10.9,29.0,39.8,14.1,6.2,2.7,12.6,20.1
66,Oregon Ducks,36.0,78.3,27.4,59.9,45.8,9.0,25.2,35.7,14.5,19.0,76.3,10.3,24.7,35.0,15.4,6.9,4.2,12.1,19.8
67,Boise State Broncos,32.0,78.2,27.4,59.5,46.1,9.6,25.3,37.9,13.7,18.6,73.8,10.0,28.5,38.5,13.3,5.7,2.2,13.5,17.9
68,Oakland Golden Grizzlies,33.0,78.2,26.8,59.6,45.0,8.3,23.7,35.2,16.3,21.1,77.0,9.9,26.5,36.5,16.8,6.1,5.2,13.2,16.4
69,UT Arlington Mavericks,33.0,78.2,27.6,60.5,45.6,8.8,24.0,36.6,14.2,20.8,68.5,10.9,28.2,39.1,16.2,6.9,4.2,15.0,18.2
70,Utah Valley Wolverines,34.0,78.1,27.2,56.4,48.3,7.9,20.4,38.6,15.8,21.3,74.2,10.4,27.7,38.1,16.1,6.0,4.1,13.9,16.4
71,Lehigh Mountain Hawks,30.0,77.9,27.8,61.5,45.3,9.8,24.0,40.6,12.4,16.0,77.7,9.0,26.8,35.8,14.3,6.1,1.8,12.7,18.4
72,USC Trojans,36.0,77.7,28.4,60.4,47.0,8.2,21.9,37.6,12.7,18.0,70.6,10.3,24.4,34.6,15.8,6.3,4.0,10.6,15.8
73,Northern Kentucky Norse,32.0,77.7,28.1,59.1,47.5,8.1,23.6,34.1,13.5,18.5,73.1,9.6,27.1,36.7,16.3,7.4,3.2,12.4,18.3
74,Belmont Bruins,33.0,77.6,27.3,56.2,48.6,11.5,30.5,37.6,11.6,15.7,73.9,7.8,26.5,34.3,16.0,4.9,2.5,12.4,16.1
75,Samford Bulldogs,32.0,77.6,27.2,57.7,47.2,9.0,24.2,37.4,14.2,18.6,76.4,8.2,22.2,30.4,16.6,7.2,2.4,13.6,16.5
76,LSU Tigers,33.0,77.5,27.8,58.4,47.6,8.1,23.5,34.6,13.9,19.0,73.1,9.6,23.7,33.3,14.2,7.6,3.3,11.6,17.7
77,Texas Southern Tigers,36.0,77.4,25.7,58.6,43.8,7.8,21.7,35.9,18.3,25.2,72.5,10.3,25.8,36.2,12.2,5.8,4.0,12.6,17.5
78,Houston Cougars,34.0,77.4,27.4,59.1,46.4,8.5,21.9,38.9,13.9,19.5,71.6,11.7,27.2,38.9,14.5,6.2,3.1,11.9,21.1
79,Montana Grizzlies,34.0,77.2,27.8,59.4,46.7,5.5,16.1,33.9,16.2,22.9,70.6,11.8,25.2,37.0,12.6,7.8,3.4,12.4,21.1
80,San Diego State Aztecs,33.0,77.1,27.3,59.6,45.9,7.2,21.5,33.7,15.2,21.3,71.5,11.1,26.8,37.9,14.8,6.2,3.2,11.9,17.1
81,St. Bonaventure Bonnies,34.0,77.1,26.0,57.6,45.1,7.5,19.4,38.6,17.6,23.4,75.2,10.1,25.4,35.5,13.9,7.0,3.5,11.5,19.8
82,Brown Bears,27.0,77.0,25.7,60.4,42.6,6.9,21.8,31.6,18.7,24.7,75.6,11.5,25.1,36.6,12.5,6.4,3.0,13.5,21.0
83,Long Island University Sharks,35.0,77.0,26.7,58.7,45.5,8.0,23.3,34.2,15.6,22.5,69.6,10.6,27.3,37.9,12.6,5.5,3.2,14.2,19.6
84,Saint Mary's Gaels,36.0,77.0,28.2,54.7,51.5,7.9,19.2,41.0,12.8,16.6,76.9,8.3,25.4,33.7,15.5,4.4,2.6,9.9,15.4
85,Davidson Wildcats,32.0,76.9,27.5,57.0,48.2,10.8,27.8,39.0,11.1,13.9,79.6,7.0,25.7,32.7,16.9,4.7,1.9,9.5,15.3
86,UAB Blazers,33.0,76.8,28.6,58.7,48.8,6.8,19.6,34.5,12.8,17.1,75.0,10.1,28.0,38.1,17.0,5.4,3.8,13.2,14.8
87,Fresno State Bulldogs,32.0,76.8,27.7,56.4,49.0,6.8,17.1,39.4,14.8,21.3,69.4,9.2,24.7,33.8,13.0,6.8,3.3,12.0,19.6
88,Houston Christian Huskies,31.0,76.8,27.7,66.4,41.8,7.1,21.8,32.3,14.3,22.9,62.4,15.4,23.9,39.3,13.9,6.6,2.9,14.1,19.5
89,Kentucky Wildcats,36.0,76.8,27.0,57.4,47.1,5.2,14.7,35.5,17.5,25.2,69.4,11.9,26.8,38.8,13.3,5.6,4.7,13.1,19.0
90,Oklahoma State Cowboys,36.0,76.6,26.6,61.8,43.1,8.2,23.6,34.8,15.1,19.9,75.7,12.9,24.6,37.5,14.3,6.6,4.0,12.9,19.2
91,Omaha Mavericks,31.0,76.5,28.3,61.7,45.8,8.2,22.4,36.6,11.8,16.7,70.6,9.1,24.5,33.6,13.1,5.7,2.7,13.2,16.1
92,Rhode Island Rams,33.0,76.5,28.3,61.9,45.7,6.9,19.6,35.2,13.0,18.6,70.1,11.5,22.9,34.4,15.4,7.5,3.5,10.6,19.1
93,Towson Tigers,32.0,76.4,27.8,59.5,46.7,6.6,18.2,36.1,14.3,20.8,68.7,12.4,25.7,38.1,11.9,6.5,4.3,12.7,19.8
94,Boston College Eagles,35.0,76.4,27.1,60.1,45.0,8.5,23.7,35.9,13.7,18.5,74.1,10.5,26.4,36.9,14.1,5.0,3.1,12.6,16.3
95,Columbia Lions,27.0,76.4,27.6,62.4,44.2,10.0,27.1,36.7,11.1,15.1,74.0,10.3,25.4,35.6,14.2,6.6,3.4,12.5,18.7
96,Appalachian State Mountaineers,33.0,76.4,26.2,60.1,43.5,8.8,26.1,34.0,15.2,22.7,66.8,11.8,27.3,39.1,12.5,6.0,3.5,13.8,19.0
97,Canisius Golden Griffins,33.0,76.3,27.3,58.8,46.4,9.2,26.5,34.8,12.5,17.6,71.1,10.2,23.3,33.5,16.8,7.0,2.9,13.1,18.9
98,Green Bay Phoenix,33.0,76.3,26.0,61.4,42.4,8.9,24.6,36.3,15.3,20.3,75.2,10.1,27.5,37.6,13.9,6.8,3.0,13.7,19.2
99,Ohio State Buckeyes,34.0,76.2,28.0,58.2,48.0,7.0,19.9,35.3,13.2,18.1,73.1,9.8,26.8,36.6,14.7,6.1,3.9,11.7,17.5
100,UMass Lowell River Hawks,30.0,76.2,26.4,57.3,46.0,7.2,20.7,34.6,16.3,23.0,70.9,9.4,22.9,32.3,14.5,7.0,2.9,13.5,17.9
101,Pennsylvania Quakers,32.0,76.2,27.2,59.3,45.8,8.8,25.4,34.9,13.0,19.8,65.7,8.8,29.0,37.8,15.6,6.0,2.8,12.0,17.3
102,Seattle U Redhawks,34.0,76.1,25.9,58.1,44.6,9.2,24.8,37.0,15.1,20.5,73.8,10.8,27.4,38.2,13.6,4.9,3.6,14.2,20.4
103,Montana State Bobcats,32.0,76.1,25.5,60.3,42.4,8.0,22.8,35.2,17.0,23.3,72.8,11.2,25.3,36.5,12.5,5.5,2.1,12.5,20.2
104,VCU Rams,33.0,76.0,27.9,61.0,45.8,8.3,23.6,35.2,11.8,17.2,69.1,10.4,26.1,36.5,15.5,6.4,2.8,13.5,17.0
105,Southeast Missouri State Redhawks,31.0,76.0,25.7,55.8,46.0,9.3,23.8,39.2,15.3,21.0,72.9,8.8,23.6,32.4,13.6,5.7,1.7,12.5,17.8
106,Fairfield Stags,33.0,75.9,26.7,60.9,43.9,9.2,27.1,33.9,13.4,18.8,71.0,9.1,25.8,34.9,14.8,6.4,2.9,12.8,20.1
107,Campbell Fighting Camels,34.0,75.9,26.2,54.9,47.7,9.2,23.7,38.8,14.3,19.1,75.0,6.8,25.1,31.9,14.2,6.7,4.0,11.9,17.0
108,Bowling Green Falcons,32.0,75.9,25.8,61.3,42.1,7.5,21.6,34.9,16.7,22.8,73.2,11.6,26.7,38.3,13.3,5.9,2.6,12.8,17.8
109,Georgia Southern Eagles,33.0,75.9,26.0,60.4,43.0,8.1,23.8,34.1,15.8,23.9,66.3,12.2,25.6,37.8,10.1,6.9,3.6,11.3,19.2
110,Cornell Big Red,35.0,75.9,26.4,57.3,46.1,6.7,18.1,36.9,16.3,23.9,68.5,11.3,27.8,39.1,13.4,5.2,3.5,15.0,18.1
110,Cornell Big Red,28.0,75.9,26.6,57.6,46.1,7.8,22.8,34.0,15.0,20.5,73.0,8.3,26.0,34.3,16.0,5.1,3.5,13.4,17.8
112,North Dakota Fighting Hawks,32.0,75.8,27.0,58.7,45.9,7.3,21.4,34.0,14.6,20.7,70.6,7.1,23.8,30.8,12.8,7.9,1.8,13.1,18.9
113,Wofford Terriers,34.0,75.8,26.5,56.1,47.3,10.5,25.4,41.3,12.3,15.8,77.9,8.0,24.3,32.3,15.4,6.5,2.6,12.1,17.2
114,Illinois Fighting Illini,32.0,75.8,26.3,62.5,42.1,7.8,24.6,31.9,15.4,21.1,73.0,12.3,25.6,37.9,14.6,6.3,4.1,11.4,19.0
114,Illinois Fighting Illini,32.0,75.8,26.8,60.9,43.9,7.4,22.0,33.5,14.9,20.4,73.2,12.4,20.5,32.9,13.8,7.5,2.2,13.3,22.5
116,Florida Gators,34.0,75.8,26.3,60.7,43.2,9.1,24.5,37.0,14.2,19.8,71.8,10.8,24.4,35.2,13.1,7.0,4.8,9.8,17.4
117,UC Santa Barbara Gauchos,32.0,75.8,27.4,59.1,46.4,8.0,21.1,38.1,12.9,18.6,69.7,10.2,26.6,36.8,15.0,4.8,3.7,10.5,16.8
118,Lamar Cardinals,33.0,75.8,26.5,61.4,43.1,7.8,22.7,34.3,15.1,22.9,65.7,12.9,24.8,37.7,13.6,8.5,2.3,13.0,19.8
119,South Carolina Upstate Spartans,32.0,75.8,27.5,63.9,43.1,10.3,29.8,34.5,10.4,14.4,72.6,10.5,22.7,33.2,14.0,6.1,2.7,11.6,17.7
120,New Mexico State Aggies,34.0,75.6,28.3,61.9,45.8,7.6,22.7,33.4,11.4,17.7,64.3,12.6,28.6,41.2,14.2,5.6,3.0,12.6,17.8
121,Baylor Bears,34.0,75.6,27.7,59.0,46.9,6.4,17.9,35.7,13.8,18.8,73.4,11.8,26.3,38.0,15.2,5.4,4.5,13.6,17.9
122,Louisville Cardinals,36.0,75.6,26.9,59.4,45.3,7.8,20.9,37.1,14.0,19.0,73.6,9.9,26.6,36.6,13.6,7.0,6.0,11.8,16.3
123,Southern Utah Thunderbirds,32.0,75.5,25.8,59.0,43.7,7.9,22.1,35.8,16.1,21.8,73.8,8.5,25.4,33.9,11.7,5.2,3.1,12.8,21.8
124,UT Rio Grande Valley Vaqueros,33.0,75.5,25.2,62.5,40.4,6.2,20.1,30.9,18.8,25.3,74.1,11.6,26.0,37.6,15.1,7.7,3.3,13.5,21.9
125,Stetson Hatters,32.0,75.4,28.3,64.2,44.2,7.8,22.7,34.4,10.9,16.2,67.2,9.2,25.2,34.3,14.7,7.1,2.7,10.9,18.3
126,Monmouth Hawks,31.0,75.4,25.4,55.4,45.8,7.2,18.5,38.9,17.4,24.5,71.1,8.9,27.1,36.0,12.9,6.4,2.4,15.3,21.8
127,Mercer Bears,34.0,75.3,25.8,54.5,47.4,8.5,22.0,38.5,15.2,20.0,76.0,9.7,24.9,34.6,14.4,5.4,1.6,12.5,17.1
128,Youngstown State Penguins,32.0,75.3,26.8,59.2,45.2,7.7,22.7,33.7,14.2,20.1,70.5,10.0,27.8,37.8,14.2,5.3,3.5,13.2,17.1
128,Youngstown State Penguins,32.0,75.3,28.2,66.0,42.7,7.3,22.3,33.0,11.6,18.2,63.6,14.3,22.0,36.4,13.9,8.3,3.9,14.4,21.0
130,Long Beach State Beach,33.0,75.3,26.2,58.1,45.2,5.9,16.9,35.1,16.9,23.2,72.8,11.5,24.6,36.2,12.7,6.6,3.6,15.2,17.9
131,Ohio Bobcats,31.0,75.3,27.1,61.1,44.3,7.9,21.3,36.9,13.3,18.7,71.2,8.4,28.0,36.3,14.3,6.7,3.3,13.3,16.1
132,Prairie View A&M Panthers,34.0,75.3,26.2,60.1,43.6,7.3,22.1,32.8,15.6,23.3,67.1,11.9,22.9,34.8,12.9,7.6,3.0,13.5,22.0
133,UIC Flames,36.0,75.2,26.4,58.8,45.0,6.7,19.4,34.7,15.7,21.3,73.4,10.3,28.1,38.4,12.5,6.8,6.7,15.1,19.1
134,UNC Asheville Bulldogs,34.0,75.2,26.8,56.5,47.5,8.1,20.7,39.4,13.4,18.1,74.1,8.2,25.9,34.1,15.4,7.4,3.4,13.8,18.5
135,East Tennessee State Buccaneers,34.0,75.2,27.2,57.6,47.3,7.2,20.9,34.3,13.5,19.1,71.0,10.4,26.8,37.1,14.7,7.8,4.3,13.4,18.0
136,Texas A&M Aggies,35.0,75.2,27.9,60.6,46.0,6.6,20.0,32.9,12.8,19.4,66.1,12.3,29.1,41.4,15.4,5.4,6.0,13.6,16.4
137,Idaho Vandals,31.0,75.2,26.4,56.4,46.8,8.9,21.9,40.8,13.4,18.2,73.5,10.0,26.8,36.8,14.8,4.4,2.6,13.3,17.8
138,Minnesota Golden Gophers,32.0,75.2,26.6,61.6,43.1,6.8,19.7,34.6,15.2,21.6,70.4,11.6,26.6,38.2,14.6,5.7,5.1,11.0,15.4
139,Middle Tennessee Blue Raiders,33.0,75.1,27.3,58.0,47.1,7.3,19.6,37.2,13.2,17.7,74.2,10.5,25.3,35.8,14.2,6.1,2.3,12.5,19.7
140,Western Michigan Broncos,32.0,75.1,26.4,60.2,43.9,7.3,21.2,34.4,15.0,20.6,72.7,11.1,24.2,35.3,12.7,6.5,3.1,10.7,17.5
141,Troy Trojans,33.0,75.0,25.7,58.5,43.9,8.8,26.2,33.7,14.8,20.1,73.6,9.7,26.5,36.2,13.2,5.0,3.8,12.4,17.3
142,McNeese Cowboys,28.0,75.0,26.7,61.6,43.4,7.2,20.8,34.8,14.3,20.3,70.6,11.6,27.4,39.0,10.9,5.2,4.6,14.0,17.5
143,Notre Dame Fighting Irish,36.0,74.9,26.3,59.2,44.3,8.3,23.3,35.8,14.1,18.6,75.8,10.7,26.1,36.8,14.4,5.8,3.6,9.9,13.1
144,North Carolina A&T Aggies,35.0,74.9,26.5,57.4,46.2,6.1,20.2,30.1,15.8,22.2,71.1,9.9,25.8,35.8,15.3,6.1,2.3,13.8,18.0
145,NJIT Highlanders,30.0,74.9,26.9,60.1,44.8,7.9,21.8,36.1,13.2,19.3,68.4,11.0,24.4,35.4,13.9,8.2,3.2,13.3,18.5
146,Northeastern Huskies,33.0,74.9,26.0,53.8,48.4,9.2,24.4,37.6,13.7,18.7,73.3,7.8,25.0,32.8,15.8,6.7,2.5,13.6,17.4
147,Eastern Washington Eagles,35.0,74.8,26.7,57.6,46.4,8.9,23.7,37.4,12.5,16.3,76.4,7.4,25.9,33.2,12.6,5.3,3.1,11.5,19.1
148,Louisiana Tech Bulldogs,33.0,74.8,25.4,56.9,44.6,8.7,23.2,37.5,15.3,21.1,72.5,9.5,25.0,34.5,14.2,5.9,4.0,12.3,17.2
149,Cincinnati Bearcats,35.0,74.8,26.4,58.7,45.0,7.4,20.8,35.4,14.6,21.1,69.3,13.4,26.0,39.4,16.1,7.2,5.4,11.2,15.7
150,Penn State Nittany Lions,39.0,74.7,27.1,58.7,46.1,7.5,19.5,38.7,13.0,18.5,70.2,10.8,24.7,35.5,13.9,7.2,4.9,11.8,17.6
151,Georgia State Panthers,34.0,74.7,26.8,58.1,46.1,9.3,24.2,38.3,11.8,17.5,67.4,8.9,25.0,33.9,13.1,7.2,4.6,11.4,18.2
152,Fairleigh Dickinson Knights,31.0,74.6,27.2,60.3,45.1,6.9,20.1,34.2,13.4,18.5,72.6,10.9,23.5,34.4,13.4,7.1,3.2,13.7,18.1
153,Charleston Cougars,34.0,74.6,25.7,56.0,46.0,7.6,21.2,36.0,15.5,20.6,75.4,8.4,24.8,33.2,11.4,5.2,3.5,10.0,16.6
154,Yale Bulldogs,31.0,74.6,26.8,57.9,46.3,8.1,24.5,33.2,12.8,17.8,72.2,8.9,25.1,33.9,16.4,6.6,3.1,13.1,17.5
155,Texas Tech Red Raiders,37.0,74.6,26.1,56.6,46.0,6.8,19.0,35.9,15.6,22.2,70.4,11.0,25.0,36.0,14.3,7.1,4.3,12.3,18.1
