Ranking,Team,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF
50,Charlotte 49ers,29.0,64.7,23.9,54.1,44.1,6.9,21.6,31.9,10.1,14.9,67.7,7.6,23.8,31.3,12.0,6.9,3.5,13.7,16.7
51,Michigan State Spartans,31.0,64.7,22.9,60.4,37.9,6.5,22.8,28.7,12.5,17.7,70.3,10.4,22.8,33.1,12.7,6.0,3.4,11.0,17.1
52,Dartmouth Big Green,28.0,64.8,23.3,55.1,42.2,7.8,23.9,32.4,10.5,16.4,64.2,7.3,25.9,33.1,11.5,6.1,2.5,11.2,15.5
53,Norfolk State Spartans,31.0,64.9,21.6,54.1,40.0,6.6,22.1,30.1,15.0,21.7,69.1,10.0,25.4,35.3,13.0,5.6,3.1,16.0,17.8
54,Memphis Tigers,31.0,64.9,22.0,61.0,36.1,6.2,22.3,28.0,14.7,21.4,68.7,12.3,24.4,36.7,11.5,7.7,3.0,14.9,19.5
55,Kansas State Wildcats,32.0,65.0,22.1,51.4,43.0,6.8,20.6,33.0,14.0,19.9,70.1,9.7,24.6,34.3,11.7,7.5,4.0,16.4,17.6
56,TCU Horned Frogs,32.0,65.0,23.7,54.6,43.4,6.5,18.4,35.3,11.1,16.7,66.4,10.1,23.7,33.7,14.8,6.4,4.0,14.1,15.4
57,Yale Bulldogs,30.0,65.1,23.5,59.1,39.7,7.4,23.9,30.9,10.8,15.0,72.2,7.9,24.1,32.0,11.9,6.7,3.0,12.1,17.4
58,Missouri Tigers,31.0,65.2,20.9,51.2,40.8,5.6,19.4,28.8,17.8,24.5,72.7,9.3,23.8,33.1,10.3,5.9,3.5,14.1,18.9
59,VCU Rams,31.0,65.2,22.6,53.6,42.3,6.3,18.6,33.7,13.6,19.2,70.6,10.2,26.1,36.2,11.9,6.6,3.2,17.0,17.0
60,Saint Louis Billikens,31.0,65.2,22.1,55.2,40.1,7.0,21.8,32.3,13.9,20.0,69.8,8.9,24.1,33.0,10.8,6.8,3.5,13.7,18.9
61,Texas A&M Aggies,30.0,65.2,22.6,55.3,40.9,9.1,27.8,32.7,10.8,14.4,75.0,10.8,23.5,34.4,14.5,6.7,3.9,14.8,19.2
62,UC Irvine Anteaters,32.0,65.2,22.1,57.1,38.8,6.9,19.7,35.0,14.1,20.0,70.2,9.2,21.0,30.2,10.7,5.5,2.7,11.7,16.4
63,UAB Blazers,32.0,65.3,23.4,56.4,41.5,7.7,23.1,33.5,10.8,15.0,71.7,8.8,21.9,30.7,11.1,6.8,3.2,12.3,17.4
64,Northern Kentucky Norse,32.0,65.3,23.9,57.8,41.4,5.8,19.8,29.3,11.6,17.4,66.8,11.3,25.7,37.0,12.5,5.5,2.0,14.5,18.6
65,Illinois Fighting Illini,31.0,65.3,24.5,58.9,41.5,6.5,19.4,33.2,9.9,13.7,72.3,9.2,22.8,32.0,11.3,5.8,3.2,11.6,18.6
66,Abilene Christian Wildcats,31.0,65.3,21.5,49.8,43.2,5.0,16.7,29.8,17.2,23.5,73.4,8.7,24.7,33.4,9.6,6.8,3.7,19.9,19.9
67,Arizona Wildcats,32.0,65.3,22.1,56.2,39.4,6.6,21.2,31.2,14.5,19.8,73.3,9.3,24.6,33.8,11.3,4.8,3.1,14.5,19.2
68,Old Dominion Monarchs,32.0,65.6,22.0,54.3,40.5,8.3,24.6,33.8,13.3,18.5,71.9,7.6,26.3,33.9,12.0,5.1,3.8,12.6,16.1
69,Marist Red Foxes,30.0,65.7,21.7,51.7,41.9,7.6,22.2,34.2,14.7,20.2,72.8,8.2,26.4,34.6,12.5,6.5,2.3,13.7,16.9
70,Stetson Hatters,33.0,65.7,22.7,54.8,41.5,8.8,26.2,33.8,11.4,16.5,68.8,9.6,21.7,31.3,13.8,5.7,3.1,11.7,17.0
71,Florida State Seminoles,31.0,65.7,22.4,55.1,40.6,7.0,22.2,31.7,13.9,19.0,73.3,10.4,22.5,32.9,10.0,5.3,2.9,16.6,17.1
72,Pittsburgh Panthers,33.0,65.7,24.0,55.7,43.0,7.5,22.1,33.9,10.3,14.5,71.3,11.7,24.6,36.3,14.2,5.5,4.2,15.5,18.2
73,Stony Brook Seawolves,33.0,65.8,23.2,59.4,39.0,8.3,24.9,33.5,11.2,16.2,68.8,10.2,25.4,35.6,13.3,6.2,2.8,13.2,17.1
74,Kansas City Roos,30.0,65.9,21.6,50.5,42.8,5.1,17.0,29.7,17.5,23.2,75.7,8.8,24.7,33.5,10.8,5.8,4.2,15.2,16.2
75,Bradley Braves,34.0,65.9,22.5,57.1,39.4,7.8,24.7,31.6,13.1,17.4,75.2,9.4,24.0,33.4,11.8,5.8,2.9,12.1,17.4
76,North Carolina Central Eagles,31.0,66.0,23.4,56.5,41.3,6.6,21.9,30.1,12.6,18.2,69.6,11.4,23.7,35.2,11.9,6.1,3.0,17.2,16.8
77,USC Trojans,31.0,66.0,23.3,60.7,38.4,7.5,23.9,31.3,11.9,17.0,69.8,10.7,24.4,35.1,11.9,7.9,2.9,12.8,18.5
78,Florida Gators,31.0,66.0,23.1,54.8,42.1,6.4,19.5,32.6,13.5,18.5,72.9,9.4,22.4,31.7,11.2,5.5,2.5,12.9,18.0
79,Akron Zips,30.0,66.1,24.0,61.2,39.2,6.2,20.8,30.0,11.8,17.7,66.7,11.9,25.1,37.0,10.1,6.1,2.7,13.4,20.2
80,Oklahoma State Cowboys,32.0,66.1,22.6,56.3,40.1,7.5,25.0,29.9,13.5,18.7,72.4,10.4,24.4,34.8,12.8,6.2,3.3,14.1,17.6
81,Radford Highlanders,32.0,66.1,22.9,54.7,42.0,8.0,24.7,32.6,12.2,18.1,67.4,9.1,23.1,32.2,12.4,4.2,2.9,11.1,17.9
82,Kentucky Wildcats,31.0,66.1,23.1,58.7,39.4,6.9,22.5,30.7,12.9,18.8,68.8,10.7,21.7,32.5,10.8,5.0,3.2,12.0,19.5
83,UTEP Miners,32.0,66.1,23.2,55.9,41.6,6.3,20.5,30.5,13.4,18.8,71.4,9.2,26.1,35.3,11.0,5.8,2.6,13.7,17.8
84,North Dakota State Bison,33.0,66.2,24.9,57.2,43.5,5.8,17.9,32.5,10.5,14.6,71.8,6.3,25.6,32.0,9.5,4.6,2.9,10.2,16.8
85,Providence Friars,31.0,66.2,22.7,54.5,41.7,6.3,20.1,31.1,14.4,20.4,70.7,9.8,25.7,35.5,11.7,7.0,3.4,15.0,18.9
86,UC Santa Barbara Gauchos,31.0,66.3,24.2,54.0,44.9,6.7,19.3,34.8,11.1,15.6,71.1,8.0,21.6,29.6,11.5,4.5,2.5,12.1,19.1
87,Minnesota Golden Gophers,31.0,66.3,24.4,59.7,40.8,5.7,18.6,30.7,11.8,16.7,70.7,10.7,25.5,36.2,12.8,5.2,3.5,10.7,16.5
88,Florida Gulf Coast Eagles,32.0,66.3,23.8,56.2,42.3,7.1,20.9,33.8,11.7,16.9,69.0,10.3,25.0,35.3,11.7,7.5,3.1,13.6,14.3
89,Southern Utah Thunderbirds,32.0,66.3,22.8,57.3,39.7,6.0,19.8,30.4,14.8,20.7,71.3,8.1,23.8,31.9,11.3,5.7,3.9,12.6,18.6
90,New Hampshire Wildcats,30.0,66.3,22.6,56.5,40.0,6.7,21.5,31.0,14.5,21.1,68.8,7.7,27.4,35.1,9.2,6.2,2.9,12.0,17.3
91,Furman Paladins,32.0,66.3,24.5,56.1,43.7,7.2,23.2,30.9,10.2,14.2,71.6,9.4,25.1,34.5,13.4,6.3,2.7,16.2,15.9
92,Villanova Wildcats,31.0,66.4,25.3,58.8,43.0,6.1,18.7,32.5,9.7,13.9,70.2,8.7,25.5,34.2,12.0,5.7,3.2,11.5,16.2
93,Northeastern Huskies,33.0,66.4,24.0,52.9,45.4,6.6,20.1,32.8,11.7,16.2,72.5,7.5,22.6,30.1,10.4,5.2,2.4,13.1,15.4
94,Towson Tigers,32.0,66.4,23.0,56.1,41.0,7.8,24.2,32.3,12.6,17.1,73.8,9.2,22.5,31.6,12.3,4.8,2.8,10.9,17.2
95,Georgia Tech Yellow Jackets,31.0,66.4,23.2,58.1,39.9,5.4,19.0,28.5,14.6,20.5,71.1,10.5,23.2,33.7,12.0,7.7,3.6,13.8,18.1
96,Duquesne Dukes,30.0,66.4,24.5,57.6,42.5,6.4,21.2,30.1,11.1,16.8,65.9,10.6,24.2,34.9,13.0,6.3,3.0,13.8,17.7
97,Washington Huskies,32.0,66.4,22.9,60.0,38.1,7.2,22.9,31.2,13.5,18.8,71.9,12.3,23.4,35.7,13.8,6.8,2.1,13.7,18.8
98,Harvard Crimson,29.0,66.5,23.6,57.8,40.9,6.7,20.3,33.1,12.5,18.1,69.3,9.3,24.1,33.3,10.5,7.0,2.5,12.9,18.7
99,Virginia Tech Hokies,32.0,66.5,24.1,57.9,41.6,7.9,24.6,32.2,10.4,15.1,68.6,9.0,28.2,37.2,12.8,4.1,3.2,11.9,14.0
100,Campbell Fighting Camels,31.0,66.6,23.3,52.9,44.0,5.5,17.8,30.9,14.5,20.7,70.2,9.2,24.5,33.7,10.1,6.5,2.1,13.8,15.0
101,Mount St. Mary's Mountaineers,32.0,66.6,24.0,55.5,43.2,7.3,20.4,35.5,11.4,16.3,70.4,9.3,25.6,35.0,12.4,5.5,3.5,11.4,18.1
102,Jacksonville Dolphins,32.0,66.7,23.9,59.2,40.4,6.9,23.0,30.0,11.9,16.7,71.3,9.7,24.7,34.4,10.6,6.7,3.2,10.8,15.9
103,Indiana Hoosiers,32.0,66.7,23.6,56.5,41.7,7.0,21.8,32.2,12.6,18.4,68.3,8.6,23.5,32.2,12.1,6.2,3.3,12.3,18.9
104,Boston University Terriers,34.0,66.7,25.0,57.2,43.7,6.6,20.3,32.6,10.1,15.1,67.2,8.6,24.6,33.2,11.4,6.4,2.7,11.6,16.0
105,Oregon Ducks,31.0,66.7,23.4,57.4,40.7,7.6,23.3,32.6,12.4,16.9,73.3,11.0,22.3,33.3,12.4,4.1,3.5,13.5,15.5
106,Hartford Hawks,33.0,66.8,24.2,59.0,41.0,6.2,22.7,27.5,12.2,17.5,69.7,11.4,26.9,38.3,12.8,6.7,3.1,13.3,17.0
107,Richmond Spiders,31.0,66.8,23.9,57.5,41.5,7.2,23.6,30.5,11.8,17.4,68.1,9.7,25.8,35.5,11.3,5.6,3.1,13.9,15.7
108,Indiana State Sycamores,30.0,66.8,24.1,53.9,44.7,6.3,19.8,31.9,12.3,17.6,69.8,8.3,24.6,32.9,12.6,5.1,2.7,12.7,18.1
109,St. Bonaventure Bonnies,31.0,66.9,23.1,55.4,41.7,8.3,25.1,32.9,12.4,18.2,68.4,9.2,24.1,33.3,14.1,5.5,3.0,12.0,15.7
110,UMBC Retrievers,33.0,66.9,23.0,55.9,41.2,8.0,25.0,31.9,12.9,17.3,74.7,9.1,25.4,34.5,11.7,6.4,2.9,13.3,17.9
111,Saint Mary's Gaels,34.0,66.9,25.0,55.4,45.2,6.0,17.7,33.8,10.9,15.2,71.6,7.4,22.9,30.3,9.9,4.0,3.1,11.8,16.4
112,Montana State Bobcats,31.0,67.0,23.8,57.6,41.3,7.5,23.6,31.6,11.9,17.1,69.8,9.0,24.4,33.4,12.1,6.5,3.4,11.3,18.4
113,Stephen F. Austin Lumberjacks,31.0,67.0,21.8,51.4,42.3,6.8,19.8,34.3,16.7,23.0,72.5,8.8,21.2,30.0,11.5,7.6,3.5,21.6,21.8
114,UConn Huskies,31.0,67.0,23.5,56.6,41.5,5.6,16.9,33.0,14.5,19.6,73.8,10.5,24.5,35.0,11.7,6.9,3.9,15.6,19.2
115,Robert Morris Colonials,34.0,67.1,24.2,54.2,44.7,6.4,19.7,32.2,12.2,16.9,72.6,9.5,24.6,34.1,12.1,6.2,3.4,14.8,15.7
116,UCLA Bruins,31.0,67.1,22.9,53.4,42.9,7.6,20.2,37.5,13.7,18.8,72.7,8.4,22.6,31.0,10.9,5.7,3.0,13.0,18.6
117,Southern Jaguars,32.0,67.1,22.4,51.5,43.5,5.3,16.6,31.6,17.0,25.0,68.0,8.0,23.2,31.2,9.7,5.8,3.5,14.4,18.5
118,Cincinnati Bearcats,30.0,67.1,23.7,59.6,39.8,7.0,20.7,33.7,12.7,17.4,73.0,10.8,23.3,34.1,12.0,6.7,3.9,14.0,19.1
119,Hawai'i Rainbow Warriors,30.0,67.2,24.6,56.0,44.0,5.1,15.0,33.9,12.9,17.8,72.3,8.7,24.9,33.5,9.4,6.1,3.2,13.3,18.6
120,Appalachian State Mountaineers,33.0,67.3,24.6,57.2,43.1,7.3,22.6,32.3,10.8,15.0,71.9,9.8,25.6,35.3,13.5,6.8,2.6,14.4,19.5
121,Oklahoma Sooners,31.0,67.4,25.1,62.8,39.9,8.5,25.2,33.6,8.8,12.4,71.1,10.7,27.4,38.1,11.9,6.2,2.5,11.6,17.3
122,Jackson State Tigers,32.0,67.4,22.8,53.2,43.0,5.8,17.3,33.6,15.9,22.5,70.8,9.4,25.8,35.1,11.7,5.8,3.2,16.3,17.6
123,UL Monroe Warhawks,29.0,67.4,23.6,56.5,41.8,6.8,21.4,31.5,13.4,19.0,70.9,10.5,24.3,34.8,12.4,6.0,2.6,11.5,16.9
124,South Alabama Jaguars,31.0,67.5,24.1,56.9,42.3,9.0,26.3,34.3,10.3,14.8,69.5,10.6,23.2,33.7,13.6,5.3,3.7,13.9,17.5
125,Davidson Wildcats,30.0,67.5,23.9,55.4,43.2,6.8,20.4,33.3,12.8,18.1,71.0,8.2,24.4,32.6,12.0,5.1,2.8,11.6,17.1
126,Xavier Musketeers,32.0,67.6,24.3,59.4,40.8,6.6,21.5,30.5,12.5,17.2,72.7,10.3,25.0,35.2,12.0,7.0,3.4,13.1,18.0
127,Cal State Bakersfield Roadrunners,31.0,67.6,21.5,50.5,42.6,7.5,20.6,36.1,17.2,23.9,72.1,8.1,22.7,30.9,11.3,5.1,2.9,13.4,17.1
128,Oregon State Beavers,31.0,67.6,24.0,55.7,43.1,7.0,20.3,34.7,12.6,17.2,73.4,9.8,23.6,33.4,13.2,5.6,3.1,12.4,18.7
129,NJIT Highlanders,30.0,67.7,24.1,54.7,44.0,6.6,19.3,34.0,13.0,17.9,72.4,8.8,27.2,35.9,12.5,5.2,3.6,12.3,16.4
130,Siena Saints,30.0,67.7,24.8,58.0,42.8,6.4,20.2,31.8,11.6,15.6,74.4,9.0,22.8,31.8,11.2,5.7,3.7,11.7,18.0
131,Drake Bulldogs,34.0,67.7,23.6,55.9,42.2,8.3,22.5,36.7,12.2,16.5,74.0,7.6,24.4,32.0,11.4,6.6,2.6,12.2,16.3
132,Loyola Marymount Lions,32.0,67.8,22.8,51.9,43.9,7.7,23.5,32.7,14.5,19.7,73.7,8.5,20.8,29.3,13.4,6.7,3.4,12.3,18.0
133,George Mason Patriots,32.0,67.8,24.7,56.8,43.6,6.8,21.6,31.5,11.5,17.3,66.3,9.8,24.0,33.8,12.3,6.5,3.7,12.8,18.4
134,Missouri State Bears,33.0,67.8,23.8,55.2,43.1,7.2,21.4,33.8,13.0,18.3,71.2,7.7,23.2,30.9,11.2,6.2,3.0,12.5,16.7
135,Gonzaga Bulldogs,33.0,67.8,25.9,61.5,42.2,6.7,20.9,32.0,9.3,13.4,69.7,8.5,22.4,30.8,11.2,6.1,2.9,13.4,19.3
136,Temple Owls,31.0,67.9,23.8,59.6,39.9,7.7,25.0,31.0,12.6,17.6,71.6,10.2,28.0,38.1,13.6,6.5,4.2,13.2,17.0
137,UCF Knights,30.0,67.9,24.2,57.7,42.0,6.7,21.2,31.7,12.7,17.0,74.9,10.8,24.8,35.6,14.1,6.8,2.6,14.3,17.9
138,Seton Hall Pirates,30.0,67.9,23.9,59.5,40.1,6.6,20.5,32.0,13.5,19.3,70.1,11.7,24.9,36.6,11.6,6.4,3.1,13.8,17.9
139,Belmont Bruins,33.0,67.9,25.6,61.6,41.6,7.0,21.3,33.0,9.6,15.0,64.0,10.2,26.4,36.7,12.1,5.8,2.9,14.3,14.5
140,Duke Blue Devils,31.0,68.0,25.3,60.6,41.7,4.8,16.2,29.9,12.5,18.7,67.1,10.6,23.8,34.4,11.8,7.3,3.9,15.0,19.0
141,Maine Black Bears,31.0,68.0,23.4,55.1,42.4,7.9,24.8,31.9,13.4,17.7,75.4,9.4,24.3,33.7,12.7,7.6,2.4,12.4,15.4
142,Charleston Cougars,31.0,68.0,23.9,56.3,42.5,7.0,21.3,32.7,13.3,17.9,74.2,10.2,25.8,36.0,12.2,5.0,3.2,12.1,17.1
143,Colgate Raiders,34.0,68.1,25.8,59.4,43.4,7.1,22.9,31.0,9.4,14.4,65.5,9.4,25.8,35.2,12.9,5.3,2.9,12.1,16.0
144,Mississippi State Bulldogs,31.0,68.1,24.2,57.1,42.4,6.5,20.7,31.2,13.2,18.0,73.3,10.0,20.4,30.5,12.2,7.1,3.0,11.5,18.6
145,Penn State Nittany Lions,31.0,68.2,24.5,59.5,41.1,6.4,19.5,32.6,12.9,18.9,68.3,10.4,27.1,37.5,12.1,5.5,3.2,13.3,18.0
146,Michigan Wolverines,31.0,68.3,25.8,60.9,42.3,5.6,17.3,32.3,11.1,16.1,69.3,9.4,25.9,35.3,10.2,4.6,2.7,11.3,16.0
147,Prairie View A&M Panthers,32.0,68.3,22.4,52.3,42.8,5.9,19.8,29.8,17.7,25.6,69.1,8.9,24.4,33.3,11.9,5.9,3.2,17.7,20.4
148,BYU Cougars,32.0,68.4,25.6,58.4,43.8,6.0,19.6,30.8,11.2,16.1,69.3,8.3,25.3,33.6,11.9,6.3,2.4,12.9,15.8
149,UT Arlington Mavericks,32.0,68.4,24.2,58.6,41.2,6.1,20.7,29.6,14.0,20.3,68.7,10.8,27.6,38.4,13.0,4.9,3.1,12.2,17.0
150,Hofstra Pride,34.0,68.4,26.4,59.4,44.5,6.6,21.6,30.5,9.0,12.4,72.3,10.0,23.8,33.8,14.5,5.9,2.5,13.7,18.3
151,UAlbany Great Danes,32.0,68.4,24.6,58.6,42.0,7.8,22.9,34.3,11.3,16.3,69.4,9.0,25.5,34.5,13.4,7.7,3.4,12.8,17.9
152,SMU Mustangs,30.0,68.5,24.0,57.4,41.8,8.5,24.7,34.4,12.0,16.2,73.9,10.3,22.1,32.4,14.3,7.1,3.0,12.6,17.1
153,Ohio Bobcats,32.0,68.5,23.6,56.3,41.8,7.5,22.7,32.9,13.9,17.8,78.1,8.5,25.1,33.6,11.1,6.2,2.4,12.7,17.9
154,Chattanooga Mocs,33.0,68.5,25.6,57.4,44.6,6.6,21.0,31.5,10.7,15.4,69.6,8.1,24.9,32.9,11.7,5.6,3.1,11.8,16.8
155,Ole Miss Rebels,32.0,68.5,23.3,54.7,42.6,5.5,19.0,29.2,16.4,22.2,74.0,9.6,25.3,34.9,12.8,6.1,3.8,13.6,18.7
156,Wofford Terriers,35.0,68.5,24.1,54.8,44.0,7.9,23.7,33.3,12.5,17.4,71.6,7.7,23.3,30.9,12.3,6.0,2.5,12.3,15.9
