Ranking,Team,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF
65,Ohio State Buckeyes,32.0,73.8,26.0,56.0,46.5,8.2,22.4,36.5,13.6,18.9,71.8,10.0,24.0,34.0,15.3,6.8,2.8,11.8,15.3
66,Fresno State Bulldogs,28.0,73.8,25.1,61.2,41.0,9.5,26.9,35.1,14.2,20.0,71.1,11.9,22.7,34.6,14.1,8.2,3.9,13.5,17.4
67,Alabama A&M Bulldogs,26.0,73.7,25.7,61.8,41.7,6.1,19.5,31.3,16.2,25.2,64.2,13.7,25.5,39.2,12.5,8.9,6.0,16.3,19.2
68,Arizona Wildcats,33.0,73.7,27.5,61.7,44.6,4.3,13.5,31.9,14.3,20.2,70.9,13.7,20.8,34.5,14.9,9.8,3.8,13.2,16.6
69,Niagara Purple Eagles,29.0,73.7,24.3,58.7,41.5,7.7,23.7,32.5,17.3,23.2,74.6,14.5,23.8,38.3,13.9,5.9,2.3,14.4,17.0
70,Arkansas Razorbacks,32.0,73.7,26.3,57.4,45.8,5.6,16.7,33.6,15.6,22.5,69.2,12.2,22.8,34.9,15.5,8.3,6.1,13.4,16.9
71,Robert Morris Colonials,29.0,73.7,25.4,59.0,43.1,9.0,23.2,38.6,13.8,19.2,71.7,13.5,22.6,36.1,14.4,7.5,2.8,14.7,17.2
72,South Alabama Jaguars,31.0,73.6,25.7,56.8,45.3,8.6,23.5,36.7,13.6,19.4,70.3,11.2,22.7,33.8,14.1,8.5,1.4,13.4,18.6
73,Radford Highlanders,29.0,73.6,24.7,58.2,42.4,7.2,21.4,33.5,17.0,23.3,73.0,11.9,23.7,35.6,11.9,6.9,4.6,12.9,19.7
74,Quinnipiac Bobcats,28.0,73.5,25.4,57.3,44.2,7.0,20.8,33.4,15.9,21.9,72.3,11.8,24.8,36.6,14.9,6.9,3.1,17.0,20.4
75,Mercer Bears,28.0,73.5,27.0,60.9,44.3,6.1,18.7,32.9,13.4,19.6,68.5,12.5,24.2,36.7,11.9,6.1,2.9,14.9,17.6
76,Jacksonville Dolphins,27.0,73.4,26.2,60.3,43.5,6.4,18.1,35.2,14.7,21.5,68.4,12.1,23.6,35.7,14.1,6.4,3.6,18.6,22.4
77,Winthrop Eagles,31.0,73.4,25.1,56.0,44.8,7.7,21.2,36.2,15.5,22.5,69.2,13.0,23.4,36.4,15.8,9.6,3.3,14.2,17.1
78,Florida Atlantic Owls,28.0,73.4,26.6,56.1,47.5,7.7,19.3,39.9,12.4,18.1,68.6,11.1,21.0,32.1,15.8,8.1,2.0,15.1,18.3
79,UTSA Roadrunners,28.0,73.4,26.8,58.3,46.0,6.6,19.3,34.2,13.1,19.9,65.9,13.0,25.8,38.8,15.4,7.9,4.0,19.0,20.6
80,Charleston Cougars,28.0,73.3,26.6,60.4,44.1,5.5,18.0,30.8,14.5,22.2,65.4,16.1,25.7,41.8,13.4,8.0,2.6,16.3,18.5
81,Montana State Bobcats,30.0,73.2,26.0,56.1,46.4,8.4,21.8,38.7,12.7,19.7,64.3,10.5,23.7,34.2,15.6,5.7,3.6,14.5,17.9
82,LSU Tigers,36.0,73.1,27.0,58.1,46.5,4.1,12.6,32.4,15.1,21.8,69.0,13.8,26.4,40.2,15.2,8.3,6.6,15.4,15.7
83,Longwood Lancers,30.0,73.1,26.1,60.5,43.1,5.5,17.1,32.2,15.5,23.1,67.0,13.5,23.7,37.2,15.3,7.4,3.0,16.5,19.9
84,Tennessee Tech Golden Eagles,31.0,73.0,25.6,58.2,44.0,6.5,19.6,33.2,15.3,22.2,69.0,13.4,23.0,36.4,12.7,7.8,2.8,15.9,22.4
85,Wake Forest Demon Deacons,34.0,73.0,25.0,55.3,45.3,6.4,17.8,36.0,16.5,24.6,67.1,13.9,25.5,39.4,13.9,5.7,4.4,16.3,18.7
86,Arkansas State Red Wolves,30.0,73.0,26.3,56.3,46.7,5.7,16.0,35.8,14.6,22.2,65.8,11.0,23.8,34.8,13.5,6.6,2.6,15.4,18.5
87,Akron Zips,33.0,72.9,25.0,55.3,45.3,8.0,21.8,36.6,14.9,20.7,72.0,11.3,22.5,33.8,16.2,6.1,3.1,12.5,19.1
88,Hofstra Pride,33.0,72.9,26.5,57.6,46.0,6.5,18.2,35.7,13.4,20.6,64.8,12.6,23.6,36.3,13.5,7.4,4.6,13.5,17.3
89,UT Martin Skyhawks,28.0,72.9,24.2,54.8,44.2,4.9,15.4,31.8,19.5,27.6,70.7,11.9,22.4,34.3,12.1,8.1,2.9,14.5,21.0
90,UT Arlington Mavericks,30.0,72.8,25.1,55.2,45.6,6.4,17.9,35.5,16.2,23.8,67.9,12.8,24.3,37.0,15.0,6.6,2.7,17.6,19.5
91,Nevada Wolf Pack,33.0,72.8,26.2,57.6,45.6,5.4,15.1,36.0,14.8,20.7,71.8,12.7,25.7,38.4,15.6,5.4,4.8,12.9,16.2
92,Loyola Marymount Lions,30.0,72.6,25.8,61.4,42.0,4.8,14.5,32.9,16.3,23.8,68.5,13.4,23.9,37.3,15.6,7.6,3.2,15.6,19.5
93,Lipscomb Bisons,32.0,72.6,25.5,57.1,44.6,7.2,20.8,34.6,14.4,19.6,73.4,12.5,24.1,36.6,13.5,7.6,2.8,15.2,17.7
94,Stephen F. Austin Lumberjacks,29.0,72.6,26.5,57.6,46.0,5.5,14.4,38.4,14.1,20.3,69.3,12.6,22.7,35.3,14.7,7.4,1.3,13.2,18.6
95,Chattanooga Mocs,32.0,72.5,25.1,56.1,44.8,6.0,18.9,31.6,16.3,25.3,64.2,11.6,26.1,37.7,13.8,7.5,2.4,14.3,16.8
96,Central Connecticut Blue Devils,29.0,72.5,24.9,56.0,44.4,7.9,20.6,38.5,14.8,20.6,72.1,13.1,21.2,34.3,14.8,6.6,2.3,12.8,15.4
97,Pittsburgh Panthers,33.0,72.5,25.5,55.8,45.6,6.2,17.7,35.2,15.3,22.1,69.3,12.8,26.0,38.8,16.4,6.2,3.9,13.7,17.1
98,Syracuse Orange,35.0,72.4,26.1,59.5,43.8,7.4,21.9,33.9,12.8,19.9,64.3,13.6,24.6,38.2,15.5,8.9,6.3,15.2,17.9
99,Houston Cougars,31.0,72.4,25.0,61.5,40.7,9.2,27.5,33.5,13.1,20.4,64.5,13.2,21.4,34.5,14.5,12.4,4.1,13.1,19.9
100,Buffalo Bulls,32.0,72.4,23.9,54.6,43.8,6.5,17.8,36.6,18.0,24.0,75.1,12.7,21.3,33.9,12.8,7.9,2.2,16.3,19.6
101,North Dakota State Bison,28.0,72.4,25.0,53.7,46.5,6.3,15.6,40.2,16.2,22.1,73.3,12.7,24.8,37.4,14.2,6.0,3.8,16.0,18.3
102,Kent State Golden Flashes,34.0,72.3,24.8,55.5,44.7,7.0,19.4,35.9,15.7,21.9,71.5,11.1,22.1,33.2,13.3,7.8,2.4,13.3,20.1
103,Boise State Broncos,29.0,72.2,25.7,58.1,44.2,7.9,21.7,36.6,13.0,18.3,71.1,10.1,25.7,35.8,14.2,5.7,2.1,15.3,18.3
104,Furman Paladins,28.0,72.2,25.6,55.1,46.4,8.2,22.3,36.7,12.9,17.8,72.4,10.6,23.0,33.7,15.6,7.4,2.6,14.3,16.3
105,Utah State Aggies,32.0,72.1,26.7,53.6,49.8,7.3,18.1,40.1,11.5,16.0,72.2,9.5,24.3,33.8,17.3,5.2,2.8,13.2,15.4
106,Fairfield Stags,28.0,72.1,25.2,59.2,42.5,8.3,21.9,37.8,13.4,18.0,74.8,11.2,20.8,32.0,12.9,6.9,2.4,11.6,19.8
107,Portland State Vikings,28.0,72.0,25.0,55.3,45.3,7.2,17.8,40.4,14.8,22.0,67.3,12.7,23.1,35.8,15.2,6.3,2.9,16.6,19.8
108,Indiana Hoosiers,31.0,72.0,25.7,55.8,46.1,8.9,22.5,39.5,11.6,16.9,69.0,10.3,23.7,34.0,15.0,6.3,2.3,14.4,18.5
109,McNeese Cowboys,28.0,72.0,25.1,60.2,41.8,6.0,16.8,35.8,15.7,22.9,68.6,14.6,21.5,36.2,11.7,9.9,2.8,16.8,22.0
110,Austin Peay Governors,31.0,71.9,24.7,54.2,45.5,5.5,16.4,33.5,17.0,22.8,74.7,10.5,22.3,32.8,14.0,7.0,3.0,14.4,18.6
111,Georgia Tech Yellow Jackets,28.0,71.9,26.4,57.4,46.0,5.5,14.3,38.6,13.6,20.4,66.7,13.4,23.9,37.2,14.7,8.7,4.1,17.8,21.8
112,Loyola Chicago Ramblers,30.0,71.7,25.4,55.8,45.5,6.0,16.9,35.8,14.9,19.8,75.4,12.1,22.3,34.4,12.5,6.2,4.0,12.8,18.1
113,Michigan Wolverines,33.0,71.7,25.5,53.1,48.0,6.6,17.6,37.5,14.1,18.7,75.4,10.4,23.4,33.8,14.8,6.5,4.0,15.0,16.5
114,Jackson State Tigers,32.0,71.7,25.3,60.6,41.8,5.5,16.5,33.6,15.5,22.0,70.6,12.0,23.0,35.0,11.3,9.1,4.4,15.2,20.9
115,Northern Illinois Huskies,28.0,71.6,25.3,52.1,48.5,6.8,17.5,38.7,14.3,20.1,71.2,10.1,22.3,32.5,16.1,5.7,3.7,13.5,17.4
116,Xavier Musketeers,32.0,71.6,24.3,52.7,46.2,6.8,18.4,37.1,16.1,22.3,72.4,10.6,24.5,35.0,15.7,6.2,4.8,12.8,17.7
117,Bradley Braves,33.0,71.5,25.7,58.6,43.9,5.6,16.7,33.6,14.5,20.2,71.8,12.7,24.9,37.6,16.2,8.9,4.6,15.1,18.6
118,Coastal Carolina Chanticleers,30.0,71.5,25.4,55.0,46.1,8.0,21.9,36.7,12.7,17.1,74.4,11.3,21.6,32.9,15.3,7.6,2.1,13.6,18.0
119,UC Irvine Anteaters,29.0,71.3,25.0,52.7,47.5,8.6,20.4,42.0,12.7,17.1,74.1,10.0,23.5,33.5,15.2,5.0,2.7,13.8,16.2
120,VMI Keydets,27.0,71.3,25.4,57.4,44.2,6.1,19.4,31.7,14.4,20.9,68.9,11.3,26.1,37.4,14.2,7.3,1.9,18.2,17.3
121,Wisconsin Badgers,31.0,71.1,25.0,57.9,43.2,6.4,18.5,34.7,14.6,22.1,66.4,12.9,23.4,36.3,13.6,5.3,3.4,11.6,17.2
122,Murray State Racers,31.0,71.1,26.1,57.9,45.0,7.4,21.0,35.3,11.5,17.7,65.1,13.2,23.6,36.8,15.6,8.1,4.7,12.5,18.3
123,Cal State Northridge Matadors,28.0,70.9,23.9,55.0,43.4,5.6,15.9,35.1,17.6,24.0,73.4,11.2,21.9,33.1,13.9,7.8,3.0,17.5,20.5
124,Kentucky Wildcats,35.0,70.8,25.8,57.7,44.7,7.6,21.7,35.0,11.6,17.2,67.6,12.8,23.3,36.1,14.1,5.9,3.0,13.3,17.0
125,Rider Broncs,28.0,70.8,23.8,55.9,42.6,8.1,23.2,35.1,15.0,21.0,71.6,10.4,24.5,34.9,14.9,6.3,3.5,15.6,18.3
126,West Virginia Mountaineers,33.0,70.7,25.3,56.8,44.5,10.2,29.3,34.9,9.9,13.3,74.5,7.8,19.9,27.7,17.5,8.1,2.8,8.7,12.7
127,Canisius Golden Griffins,29.0,70.7,25.8,57.0,45.3,6.6,19.2,34.5,12.4,17.1,72.4,10.8,22.0,32.8,13.6,7.4,2.9,13.6,17.2
128,Saint Mary's Gaels,29.0,70.7,24.0,54.4,44.0,7.0,19.1,36.7,15.7,22.0,71.5,12.4,25.0,37.4,11.1,5.9,3.9,15.1,18.6
129,Middle Tennessee Blue Raiders,28.0,70.6,24.3,55.4,43.8,6.8,19.6,34.5,15.3,21.6,71.0,12.0,22.8,34.7,13.2,6.5,2.2,14.1,19.6
130,Kansas City Roos,28.0,70.5,24.5,57.5,42.6,7.7,21.1,36.5,13.9,19.1,72.5,11.0,20.6,31.6,11.6,7.2,2.8,12.1,19.0
131,Oklahoma State Cowboys,33.0,70.4,25.6,53.2,48.1,4.7,13.0,35.9,14.5,19.7,73.7,11.8,22.0,33.8,15.0,8.1,3.4,17.3,19.6
132,Georgia Bulldogs,30.0,70.3,25.8,59.8,43.1,7.0,20.5,34.0,11.8,18.2,65.1,13.1,21.7,34.8,12.6,9.1,4.5,15.5,19.5
133,Kennesaw State Owls,29.0,70.3,24.2,59.3,40.8,7.3,23.7,30.8,14.7,21.3,69.0,12.5,18.6,31.1,13.1,9.3,2.4,13.7,18.4
134,Nicholls Colonels,27.0,70.3,25.1,57.2,43.9,6.9,20.8,33.2,13.1,18.6,70.6,9.7,24.9,34.6,12.8,5.6,3.3,16.7,18.3
135,Alabama Crimson Tide,31.0,70.3,24.5,53.6,45.6,5.6,16.3,34.5,15.7,22.2,70.8,12.5,24.1,36.6,12.2,6.3,4.9,13.6,14.0
136,New Mexico State Aggies,30.0,70.2,24.5,54.0,45.4,5.6,16.2,34.6,15.6,22.3,69.9,11.1,23.3,34.3,11.2,7.0,2.3,16.3,17.6
137,Eastern Kentucky Colonels,30.0,70.2,25.1,53.9,46.7,7.5,20.8,36.3,12.4,18.1,68.5,10.1,19.7,29.8,13.6,7.2,2.2,13.1,13.8
138,Vanderbilt Commodores,30.0,70.1,25.2,54.7,46.0,8.1,20.8,38.7,11.7,16.7,69.7,10.9,20.6,31.5,15.5,6.1,2.9,12.9,16.3
139,Illinois Fighting Illini,33.0,70.0,25.7,56.2,45.8,7.3,20.2,36.1,11.3,17.6,64.3,12.2,23.5,35.7,15.2,6.2,2.4,12.3,17.7
140,Appalachian State Mountaineers,30.0,70.0,24.4,56.8,42.9,8.3,23.4,35.4,13.0,18.3,70.7,12.4,22.0,34.4,14.2,7.5,3.7,15.2,18.9
141,Old Dominion Monarchs,34.0,70.0,23.8,55.6,42.8,6.6,19.4,34.3,15.7,21.9,71.6,12.5,24.6,37.1,15.2,7.6,3.4,12.9,16.3
142,Charleston Southern Buccaneers,29.0,69.9,24.4,57.4,42.6,7.2,20.9,34.6,13.8,20.7,66.5,12.2,22.3,34.5,13.0,7.2,3.0,13.9,20.4
143,Louisville Cardinals,34.0,69.9,23.9,56.0,42.7,8.2,23.1,35.5,13.9,19.6,70.6,12.0,24.0,35.9,15.4,6.5,3.2,13.2,18.5
144,Charlotte 49ers,32.0,69.8,23.8,59.3,40.0,8.6,23.3,36.9,13.7,21.0,65.3,14.7,24.0,38.7,14.1,6.9,2.8,12.8,17.7
145,IUPUI Jaguars,29.0,69.8,23.1,53.3,43.4,7.5,21.1,35.5,16.0,21.6,74.4,10.9,21.0,31.9,12.5,6.4,2.5,11.5,18.0
146,Towson Tigers,28.0,69.7,24.9,55.9,44.5,6.6,19.4,34.1,13.4,19.2,69.8,10.8,24.5,35.3,15.4,6.8,2.5,15.0,17.5
147,Oregon Ducks,33.0,69.5,25.2,55.3,45.6,6.8,20.5,33.3,12.3,18.1,68.1,11.4,22.2,33.6,13.5,5.5,2.9,12.7,17.8
148,Tennessee State Tigers,28.0,69.5,24.5,54.4,45.0,7.1,20.7,34.5,13.4,20.0,67.1,12.0,21.4,33.4,15.1,7.2,3.9,14.3,20.4
149,UNLV Rebels,30.0,69.5,25.8,58.0,44.5,6.1,17.7,34.5,11.7,17.5,67.0,12.6,23.4,36.0,15.7,7.3,3.1,14.8,19.0
150,North Florida Ospreys,28.0,69.5,24.7,55.7,44.4,5.5,15.9,34.5,14.6,20.3,72.0,11.9,21.9,33.8,13.2,6.3,2.5,16.4,18.3
151,Portland Pilots,29.0,69.4,24.0,55.6,43.2,5.7,15.1,37.5,15.8,21.9,72.1,10.2,21.7,31.9,12.3,7.1,2.1,14.0,19.4
152,George Mason Patriots,35.0,69.4,25.6,53.2,48.1,5.9,16.5,35.6,12.3,18.5,66.4,10.1,24.8,34.9,14.5,7.1,3.5,12.8,15.1
153,Toledo Rockets,31.0,69.4,24.7,53.2,46.4,6.4,18.8,33.9,13.6,19.9,68.7,9.8,19.7,29.5,12.8,9.7,2.6,15.6,19.7
154,La Salle Explorers,28.0,69.3,24.5,55.4,44.3,6.9,19.3,35.7,13.4,18.5,72.2,11.7,24.1,35.8,13.6,7.5,3.3,13.9,17.0
155,Ohio Bobcats,30.0,69.2,24.0,52.3,45.8,7.3,20.3,35.8,14.0,20.2,69.5,11.0,21.9,32.9,14.2,8.5,2.3,14.1,16.7
