Ranking,Team,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF
15,Arizona Wildcats,38.0,59.7,20.4,51.3,39.8,5.4,16.2,33.5,13.4,19.2,69.8,7.5,20.5,28.0,9.7,4.7,2.6,13.8,20.7
16,Vermont Catamounts,33.0,59.7,20.1,51.6,38.9,4.7,15.2,30.9,14.9,20.9,71.2,10.0,21.9,31.9,9.6,6.8,3.6,12.9,19.2
17,SMU Mustangs,33.0,59.7,20.3,53.1,38.2,7.9,24.2,32.6,11.3,16.5,68.1,10.3,19.3,29.6,12.4,6.5,3.5,12.8,18.8
18,Louisville Cardinals,36.0,59.8,21.3,54.4,39.2,5.3,17.3,30.3,12.0,18.1,66.1,11.1,23.8,34.9,11.8,5.7,2.8,14.1,19.2
19,Valparaiso Beacons,31.0,59.9,20.5,52.6,39.0,6.5,19.6,33.4,12.3,17.6,70.1,9.5,21.3,30.8,11.4,6.5,3.3,11.8,18.1
20,Wofford Terriers,33.0,59.9,21.1,50.1,42.2,4.8,15.7,30.9,12.8,18.2,70.5,8.7,22.4,31.1,9.2,5.1,3.3,12.4,18.3
21,UConn Huskies,35.0,60.0,21.1,53.3,39.6,6.0,18.0,33.2,11.9,17.4,68.4,10.7,22.0,32.6,10.7,5.5,3.7,11.1,16.6
22,Florida Gators,33.0,60.1,20.4,49.9,40.8,5.2,15.7,32.8,14.1,18.9,74.5,9.3,22.8,32.1,10.5,5.5,3.9,13.7,15.8
23,New Mexico Lobos,31.0,60.2,20.7,51.6,40.2,6.8,21.5,31.4,11.9,17.0,70.3,8.6,21.5,30.1,12.4,6.1,3.3,11.6,18.0
24,Baylor Bears,33.0,60.2,21.7,53.6,40.5,5.7,19.2,29.7,11.1,17.2,64.6,11.1,19.8,31.0,15.1,6.5,3.9,12.2,17.9
25,New Mexico State Aggies,32.0,60.2,22.3,52.2,42.7,3.8,12.3,30.7,11.8,16.9,69.7,10.1,19.0,29.0,11.2,5.4,2.2,13.0,19.1
26,Saint Peter's Peacocks,34.0,60.2,19.2,48.6,39.5,5.5,17.6,31.2,16.3,22.3,73.0,9.8,22.7,32.4,10.0,5.9,3.4,13.0,19.6
27,Loyola Chicago Ramblers,35.0,60.3,22.0,50.8,43.3,6.0,18.9,31.8,10.3,15.3,67.4,10.0,20.0,30.0,11.9,6.3,3.3,12.1,16.4
28,Texas Longhorns,34.0,60.3,20.6,56.2,36.8,6.0,17.3,34.7,13.0,19.6,66.3,10.9,20.3,31.3,10.4,6.3,3.1,8.9,18.6
29,Rhode Island Rams,32.0,60.4,20.6,51.0,40.3,3.7,13.5,27.3,15.6,23.4,66.4,10.2,22.6,32.8,10.0,6.7,4.1,14.5,20.2
30,Tulsa Golden Hurricane,33.0,60.5,21.2,54.3,39.1,6.9,20.8,33.3,11.0,16.8,65.7,10.2,24.3,34.6,11.2,5.3,3.5,12.7,19.4
31,UAlbany Great Danes,33.0,60.5,21.1,50.2,42.1,7.6,20.9,36.2,10.7,15.2,70.1,8.3,20.9,29.2,11.5,4.8,3.5,12.4,18.7
32,Stony Brook Seawolves,33.0,60.6,21.1,52.9,39.9,6.4,18.7,34.2,11.9,17.0,70.1,8.7,23.2,31.9,11.9,6.4,3.2,11.3,17.6
33,Boise State Broncos,32.0,60.8,21.8,51.8,42.1,5.8,18.5,31.3,11.4,16.3,70.0,8.3,22.4,30.6,10.8,4.7,3.0,12.3,16.7
34,Cal Poly Mustangs,27.0,60.8,22.0,50.4,43.6,5.8,16.2,35.7,11.1,15.8,70.4,8.7,24.9,33.6,12.4,3.9,3.6,10.3,16.0
35,Dayton Flyers,36.0,60.8,22.1,52.8,41.8,5.7,17.6,32.4,10.9,16.2,67.7,9.6,23.3,32.9,12.0,5.3,3.4,13.6,19.9
36,Villanova Wildcats,36.0,60.9,22.1,54.6,40.6,5.4,17.6,30.5,11.3,16.6,68.0,10.9,21.4,32.3,11.9,5.4,2.7,14.1,19.5
37,Butler Bulldogs,34.0,61.0,21.8,52.5,41.5,5.5,17.9,30.7,11.9,17.5,68.2,8.3,22.6,30.9,11.0,5.4,4.4,12.7,19.1
38,Yale Bulldogs,30.0,61.1,22.2,52.1,42.6,5.2,16.8,30.9,11.6,17.2,67.1,9.2,20.8,30.0,11.2,6.1,3.2,11.9,20.0
39,Temple Owls,37.0,61.2,21.7,55.1,39.4,5.7,18.1,31.4,12.1,18.5,65.4,10.7,26.3,37.0,11.4,5.1,4.0,12.3,17.1
40,Green Bay Phoenix,31.0,61.2,21.1,51.6,40.9,5.3,15.6,33.7,13.7,20.5,67.0,10.2,22.7,32.9,10.8,6.1,3.3,13.5,18.4
41,Richmond Spiders,35.0,61.2,21.9,52.7,41.6,4.7,15.5,30.3,12.6,17.7,71.5,11.2,24.0,35.2,9.3,4.7,2.9,13.3,17.8
42,UL Monroe Warhawks,34.0,61.2,21.7,55.2,39.2,6.0,19.9,30.2,11.9,16.4,72.4,10.4,23.6,34.1,11.1,5.5,3.4,10.9,14.6
43,Georgia Southern Eagles,28.0,61.4,21.6,53.5,40.4,6.2,19.9,31.2,11.9,17.5,67.8,11.3,24.5,35.8,10.6,5.3,2.9,14.3,17.5
44,Pepperdine Waves,31.0,61.6,22.5,54.2,41.5,4.5,16.4,27.3,12.2,18.3,66.7,11.5,22.9,34.3,12.2,6.7,3.4,12.2,18.4
45,Sam Houston Bearkats,31.0,61.7,21.5,52.8,40.6,4.8,14.8,32.2,14.0,21.7,64.4,9.8,23.4,33.2,12.2,6.1,3.4,13.7,20.7
46,Texas State Bobcats,28.0,61.7,21.4,50.6,42.3,5.4,17.7,30.5,13.5,18.5,73.2,10.1,24.9,35.0,11.0,6.3,3.4,14.8,18.0
47,Gonzaga Bulldogs,37.0,61.8,22.3,56.8,39.2,5.7,17.2,33.0,11.6,17.4,66.7,10.7,20.0,30.7,9.8,5.5,2.4,11.2,19.7
48,Cal State Bakersfield Roadrunners,30.0,61.9,19.7,47.4,41.5,6.5,17.8,36.6,16.1,23.1,69.6,8.5,21.9,30.4,10.8,5.2,3.8,11.7,18.2
49,George Washington Revolutionaries,35.0,62.0,22.5,55.6,40.4,6.1,19.1,31.9,11.0,16.1,68.2,10.9,21.9,32.8,11.2,6.5,4.2,11.7,19.2
50,Southern Illinois Salukis,32.0,62.0,20.8,46.8,44.6,6.4,16.7,38.1,13.9,19.1,73.0,7.5,22.1,29.5,12.1,5.9,3.2,13.1,18.0
51,Columbia Lions,27.0,62.0,21.7,50.5,43.0,5.0,15.2,33.1,13.6,19.3,70.2,9.2,21.3,30.5,10.4,5.4,3.5,9.7,15.1
52,Bethune-Cookman Wildcats,30.0,62.1,20.5,48.2,42.6,5.4,16.4,33.1,15.7,22.3,70.1,10.8,21.6,32.4,10.9,6.2,3.3,12.6,17.8
53,Bradley Braves,32.0,62.1,20.3,46.9,43.3,6.5,17.7,36.9,15.0,21.7,69.0,8.8,24.0,32.8,12.3,6.1,3.6,13.5,17.0
54,Illinois State Redbirds,34.0,62.1,21.2,51.1,41.5,5.6,17.1,32.8,14.2,20.6,69.0,9.7,22.1,31.7,12.3,5.9,2.7,13.2,17.8
55,Clemson Tigers,31.0,62.2,22.2,55.2,40.2,6.0,18.3,32.8,11.8,17.2,68.9,11.1,23.0,34.1,11.6,6.3,2.9,11.2,17.8
56,La Salle Explorers,33.0,62.3,22.2,54.0,41.1,5.0,15.9,31.6,12.9,18.6,69.3,10.7,24.0,34.7,12.3,6.7,3.5,13.2,17.2
57,South Carolina Gamecocks,32.0,62.3,20.0,51.3,39.0,5.9,18.6,31.7,16.4,22.8,71.9,10.7,22.8,33.5,10.3,5.9,4.2,13.7,18.8
58,Bowling Green Falcons,32.0,62.3,21.9,53.4,41.0,6.6,20.2,32.6,11.9,17.2,69.3,10.2,23.2,33.4,10.6,6.3,3.3,12.4,17.6
59,Iowa Hawkeyes,34.0,62.3,22.2,56.0,39.6,6.7,20.5,32.6,11.3,16.3,69.4,10.9,22.5,33.4,12.1,5.9,3.6,12.3,17.9
60,TCU Horned Frogs,33.0,62.4,20.7,51.8,40.0,4.2,12.7,33.5,16.7,24.8,67.1,11.7,22.5,34.2,10.5,5.7,4.4,13.1,21.9
61,Cornell Big Red,29.0,62.4,20.5,52.0,39.4,6.5,19.5,33.3,14.9,21.6,68.8,10.4,26.1,36.6,11.3,5.4,2.9,12.5,17.5
62,North Dakota State Bison,31.0,62.4,22.1,52.4,42.1,6.3,17.4,36.2,11.9,16.1,74.3,7.7,24.0,31.7,11.2,4.6,2.5,10.3,17.1
63,Middle Tennessee Blue Raiders,35.0,62.5,21.4,48.6,44.0,5.7,15.8,35.7,14.0,20.5,68.4,8.1,22.9,31.0,11.8,5.9,3.9,12.8,17.4
64,Cleveland State Vikings,32.0,62.6,20.8,49.3,42.2,6.4,17.8,36.2,14.5,21.5,67.3,9.8,21.7,31.5,12.3,6.3,2.8,13.2,15.8
65,Georgia State Panthers,34.0,62.6,20.3,52.1,38.9,7.2,21.9,33.1,14.9,20.7,71.6,12.0,21.4,33.4,12.9,4.6,2.4,15.0,17.4
66,Howard Bison,29.0,62.6,20.8,52.5,39.6,6.4,20.3,31.4,14.7,21.1,69.6,12.0,21.2,33.2,12.7,6.0,3.4,13.9,18.3
67,Seattle U Redhawks,32.0,62.6,21.3,52.9,40.4,7.1,21.2,33.3,12.9,17.7,72.7,9.4,20.8,30.2,13.6,7.5,2.9,10.8,16.9
68,Oklahoma Sooners,35.0,62.7,22.7,58.8,38.6,6.4,20.3,31.7,10.9,16.7,65.5,12.3,24.1,36.5,11.2,6.4,3.7,13.4,17.9
69,San Diego Toreros,30.0,62.9,21.8,50.4,43.3,4.7,13.8,33.7,14.7,21.2,69.2,10.3,23.8,34.1,11.4,5.3,3.6,13.6,19.4
70,Canisius Golden Griffins,33.0,62.9,21.2,51.6,41.0,6.2,19.1,32.2,14.5,21.0,69.0,10.9,23.6,34.5,12.7,6.1,3.5,13.9,16.9
71,Texas A&M Aggies,33.0,62.9,21.3,53.0,40.2,7.0,22.7,31.0,13.3,19.3,68.9,9.8,21.8,31.7,12.8,6.2,4.2,12.5,18.2
72,Ohio State Buckeyes,35.0,63.0,22.6,56.0,40.3,6.8,21.1,32.2,11.0,15.6,70.5,11.5,21.9,33.4,13.0,5.1,2.9,14.4,17.8
73,Denver Pioneers,30.0,63.0,21.0,44.3,47.4,4.9,13.2,37.1,16.2,22.7,71.3,8.0,20.7,28.6,10.2,5.2,2.2,12.0,15.9
74,New Hampshire Wildcats,30.0,63.1,21.2,52.0,40.8,5.3,17.2,31.0,15.3,22.1,69.0,8.3,24.5,32.8,8.7,5.6,2.3,11.2,17.8
75,Dartmouth Big Green,29.0,63.1,21.0,48.8,43.1,6.6,18.7,35.4,14.4,20.9,68.8,8.9,23.0,31.8,11.7,5.9,2.9,13.5,18.1
76,Memphis Tigers,32.0,63.1,21.7,54.7,39.7,5.1,16.9,30.4,14.6,21.2,69.0,11.3,21.8,33.1,11.8,7.4,3.5,12.7,16.2
77,South Carolina Upstate Spartans,32.0,63.1,22.5,55.2,40.7,7.0,21.9,31.9,11.2,16.8,66.8,11.9,23.3,35.2,12.3,5.2,2.8,13.0,16.8
78,Nebraska Cornhuskers,31.0,63.1,21.2,52.5,40.4,6.7,20.1,33.4,14.0,20.2,69.4,10.4,24.6,35.0,10.5,5.9,3.1,13.4,18.1
79,Kent State Golden Flashes,34.0,63.2,21.8,53.1,41.0,5.1,15.8,32.1,14.6,20.9,69.9,11.4,22.5,33.9,10.4,5.5,2.9,11.4,17.6
80,Akron Zips,34.0,63.2,21.5,53.2,40.5,5.4,16.3,33.0,14.8,21.8,67.9,11.0,24.0,35.0,10.4,7.0,2.8,12.2,16.8
81,UC Irvine Anteaters,32.0,63.3,22.1,55.4,39.8,5.4,16.1,33.6,13.7,19.6,70.1,11.2,23.0,34.2,10.8,5.8,2.9,11.1,16.8
82,Miami Hurricanes,38.0,63.3,23.4,55.6,42.1,6.1,18.9,32.4,10.4,15.8,65.8,10.3,23.6,33.9,11.7,5.1,3.3,11.0,17.4
83,Maryland Terrapins,35.0,63.4,22.9,57.9,39.5,6.9,21.7,31.9,10.7,16.3,66.0,11.4,22.0,33.4,11.0,5.7,3.0,11.2,20.1
84,Syracuse Orange,31.0,63.4,22.5,55.6,40.5,6.5,20.8,31.5,11.7,16.7,70.4,11.2,23.8,35.1,14.8,6.3,3.3,14.1,17.4
85,Oklahoma State Cowboys,31.0,63.4,21.3,52.0,41.0,5.7,16.7,34.4,15.0,21.9,68.6,11.1,23.5,34.6,11.2,6.1,3.6,13.6,18.2
86,Jackson State Tigers,32.0,63.5,20.0,47.2,42.3,6.0,17.6,34.1,17.6,25.5,68.8,8.9,23.8,32.7,10.8,7.0,4.3,14.8,17.3
87,Illinois Fighting Illini,33.0,63.6,22.8,54.1,42.1,6.4,19.5,32.9,11.7,16.4,71.4,9.2,24.6,33.8,11.7,4.8,3.3,12.9,16.6
88,Michigan State Spartans,39.0,63.6,21.4,53.9,39.6,5.7,18.3,31.5,15.2,21.0,72.2,9.7,22.3,32.0,10.5,5.6,2.8,10.7,17.9
89,Utah State Aggies,30.0,63.7,23.2,57.4,40.5,6.2,20.6,29.9,11.0,16.7,65.9,12.6,24.8,37.4,13.4,6.1,2.4,10.8,16.9
90,Rider Broncs,33.0,63.7,21.4,51.9,41.2,6.5,19.9,32.7,14.4,19.6,73.7,9.8,24.0,33.8,12.2,6.5,2.8,14.1,18.5
91,UTEP Miners,33.0,63.8,23.0,55.5,41.5,6.0,17.8,33.6,11.7,17.7,66.3,10.7,22.9,33.6,11.6,6.2,2.9,12.3,19.1
92,Kansas State Wildcats,32.0,63.8,22.4,50.4,44.4,5.4,16.1,33.5,13.7,20.7,66.3,9.7,20.6,30.3,12.4,7.5,4.3,12.8,19.1
93,Michigan Wolverines,31.0,63.9,23.8,53.0,44.8,6.4,18.8,34.0,9.9,14.2,69.7,9.8,24.4,34.3,12.6,4.5,2.9,12.0,15.5
94,Saint Mary's Gaels,30.0,63.9,22.8,53.4,42.6,5.7,17.3,33.1,12.6,17.7,71.2,8.3,20.9,29.2,12.7,6.1,3.0,9.7,17.9
95,St. Francis (PA) Red Flash,31.0,63.9,23.2,53.1,43.8,6.1,18.7,32.4,11.4,16.0,71.3,10.2,24.0,34.2,11.4,5.8,3.0,13.1,16.8
96,Monmouth Hawks,33.0,63.9,21.3,53.3,40.0,7.7,22.6,34.2,13.6,19.8,68.7,11.6,22.6,34.3,12.4,6.2,3.9,13.8,18.7
97,Mississippi State Bulldogs,31.0,64.1,22.4,53.6,41.8,6.6,20.0,33.2,12.6,19.6,64.3,10.9,21.0,31.8,11.9,6.9,3.7,12.1,19.1
98,Mercer Bears,33.0,64.1,22.6,53.9,41.9,7.6,21.6,35.3,11.3,17.2,65.8,11.2,22.2,33.3,12.8,5.5,3.6,12.1,18.4
99,Duke Blue Devils,39.0,64.2,24.7,58.5,42.2,5.1,16.2,31.4,9.7,14.1,69.2,11.0,20.5,31.5,11.6,5.5,3.1,12.3,19.0
100,Tennessee Volunteers,32.0,64.2,21.0,47.9,43.9,7.6,20.7,36.9,14.5,20.8,69.7,10.1,21.1,31.1,14.0,5.2,3.2,13.9,16.9
101,Southern Jaguars,32.0,64.3,21.3,54.4,39.3,5.1,17.0,29.8,16.5,24.8,66.7,12.7,24.6,37.3,9.7,6.3,3.7,13.7,19.6
102,Colorado State Rams,33.0,64.3,22.8,53.9,42.3,6.9,19.1,36.2,11.7,17.9,65.4,8.8,23.2,31.9,11.7,5.3,2.5,11.8,20.3
103,Texas Tech Red Raiders,32.0,64.3,22.3,52.1,42.7,6.8,20.0,33.9,13.1,19.3,67.5,10.5,22.1,32.6,11.8,7.3,3.8,12.8,19.9
104,Georgia Bulldogs,33.0,64.4,22.2,57.0,38.9,6.3,20.1,31.2,13.7,19.5,69.9,10.8,23.0,33.8,10.6,6.1,3.8,11.1,20.6
105,St. Francis Brooklyn Terriers,34.0,64.4,22.3,52.4,42.5,5.1,13.9,36.7,14.7,21.1,70.0,9.6,22.6,32.2,10.6,6.4,3.1,13.4,20.1
106,Saint Joseph's Hawks,31.0,64.5,23.3,54.9,42.4,6.4,18.5,34.8,11.5,17.2,66.8,10.5,24.8,35.3,13.4,6.2,3.4,12.4,17.9
107,Purdue Boilermakers,34.0,64.6,22.0,54.9,40.1,5.9,16.8,35.1,14.6,21.1,69.3,11.1,20.9,32.0,11.2,6.9,3.2,11.6,20.1
108,Northwestern Wildcats,32.0,64.6,22.6,54.4,41.6,7.4,19.7,37.7,11.9,17.8,66.7,10.8,22.7,33.5,13.5,5.2,2.5,9.5,15.0
109,Charleston Cougars,33.0,64.6,21.3,50.2,42.4,5.8,16.2,35.8,16.2,23.8,68.2,10.8,25.0,35.8,10.8,5.5,3.6,11.4,17.6
110,Alabama Crimson Tide,33.0,64.6,21.7,52.5,41.3,6.4,19.6,32.6,14.8,20.7,71.3,10.9,22.3,33.2,11.8,5.0,2.4,12.0,19.4
111,Georgia Tech Yellow Jackets,31.0,64.6,23.3,53.0,44.0,5.5,17.4,31.9,12.4,17.9,69.2,8.3,22.7,31.0,12.7,6.5,3.9,11.7,17.4
112,Vanderbilt Commodores,34.0,64.6,22.6,55.2,41.0,6.2,18.2,34.0,13.1,19.0,69.0,11.7,20.3,32.1,11.1,6.5,3.0,11.6,19.0
113,Hartford Hawks,29.0,64.6,22.4,50.0,44.9,5.5,17.4,31.6,14.2,21.1,67.4,9.3,25.7,35.0,11.7,5.8,3.1,13.4,16.8
114,Tulane Green Wave,30.0,64.6,23.5,52.3,45.0,5.2,15.3,33.7,12.5,18.9,66.1,9.4,23.9,33.3,11.8,6.1,4.4,13.2,18.2
115,Florida Gulf Coast Eagles,30.0,64.7,22.7,56.7,40.1,5.9,19.8,29.6,13.3,19.6,67.9,12.0,23.6,35.6,10.3,5.8,2.6,11.3,17.5
116,St. Bonaventure Bonnies,31.0,64.7,22.8,54.1,42.2,6.7,18.6,36.2,12.3,18.4,67.1,10.1,23.0,33.2,13.1,5.9,3.6,12.9,18.7
117,Drexel Dragons,29.0,64.7,23.3,52.0,44.7,5.6,15.9,35.1,12.6,18.6,67.5,10.0,24.8,34.8,12.1,5.4,3.5,11.5,16.5
118,UNLV Rebels,32.0,64.8,23.4,58.6,39.9,6.3,17.9,35.1,11.7,17.5,66.5,12.3,24.8,37.2,12.2,5.1,3.2,10.6,16.9
119,Colgate Raiders,32.0,64.8,23.2,51.9,44.6,6.3,16.7,37.8,12.2,18.2,66.7,9.1,21.8,31.0,11.5,5.7,2.8,10.1,15.0
120,Kansas Jayhawks,36.0,64.8,22.9,57.9,39.6,5.8,18.5,31.5,13.1,19.6,67.2,12.1,22.0,34.1,11.2,6.6,5.0,11.7,19.3
121,Mount St. Mary's Mountaineers,30.0,64.8,23.4,52.6,44.5,5.4,15.5,34.8,12.6,18.7,67.6,10.5,24.5,35.0,11.4,6.3,2.7,13.7,16.8
122,Utah Valley Wolverines,28.0,64.9,22.6,51.5,44.0,6.0,17.6,34.3,13.6,19.0,71.5,9.6,24.1,33.8,11.8,6.8,3.6,11.0,17.3
123,Texas A&M-Corpus Christi Islanders,32.0,65.0,21.5,50.6,42.6,5.8,18.1,32.2,16.1,23.3,68.8,11.0,22.1,33.1,11.7,5.6,2.6,13.2,21.5
124,Eastern Kentucky Colonels,31.0,65.0,22.7,49.7,45.6,7.9,20.2,39.2,11.7,17.4,67.5,10.3,23.4,33.6,15.3,6.2,2.8,17.5,16.9
125,Navy Midshipmen,31.0,65.1,22.5,49.3,45.7,7.3,18.5,39.1,12.7,18.0,70.6,9.0,22.5,31.5,13.6,5.9,3.2,12.3,16.3
126,Northeastern Huskies,35.0,65.1,25.0,55.8,44.8,5.5,16.0,34.4,9.6,13.9,68.9,8.3,19.7,28.0,12.5,7.1,3.4,10.0,18.4
127,UC Santa Barbara Gauchos,31.0,65.2,21.9,52.2,41.9,6.1,17.3,35.4,15.3,20.8,73.2,9.9,23.4,33.4,12.4,4.7,2.2,11.5,17.7
128,Stephen F. Austin Lumberjacks,31.0,65.2,21.8,49.3,44.2,4.6,13.8,33.7,16.9,24.2,69.8,9.4,19.9,29.3,10.5,5.8,3.5,16.6,21.2
129,Georgetown Hoyas,33.0,65.2,21.2,52.0,40.7,6.7,18.4,36.2,16.3,22.9,71.0,10.7,21.3,32.0,11.1,6.0,3.7,13.3,20.0
130,Coastal Carolina Chanticleers,30.0,65.4,22.3,54.3,41.0,7.3,21.5,33.8,13.5,19.0,71.1,9.8,22.5,32.3,11.8,5.8,2.7,11.0,18.1
131,Missouri State Bears,29.0,65.5,22.6,52.1,43.3,6.5,17.7,36.9,13.8,19.2,71.9,9.4,22.9,32.3,12.6,6.1,2.9,10.1,16.3
132,Providence Friars,34.0,65.5,22.4,53.1,42.1,6.4,19.2,33.3,14.4,20.9,69.0,9.8,22.3,32.1,12.1,5.8,3.1,13.0,19.2
133,Pittsburgh Panthers,33.0,65.5,23.0,51.6,44.6,5.5,15.9,34.9,13.9,19.5,71.3,9.9,22.0,31.9,12.5,4.8,3.4,10.8,17.1
134,Houston Cougars,32.0,65.5,23.7,54.5,43.5,6.1,18.1,33.7,12.1,18.1,66.7,11.5,24.9,36.4,13.2,6.9,3.1,12.9,17.3
135,Towson Tigers,31.0,65.7,21.7,51.8,41.9,5.9,17.4,34.2,16.4,23.3,70.5,10.1,20.6,30.6,11.3,6.1,4.5,9.3,20.1
136,NC State Wolfpack,36.0,65.8,23.0,57.0,40.3,5.9,17.9,33.0,13.9,19.8,70.4,11.2,23.5,34.6,11.8,5.3,3.9,9.7,18.9
137,Notre Dame Fighting Irish,38.0,65.8,24.9,58.3,42.7,6.0,18.3,32.6,10.0,14.0,71.3,11.4,21.3,32.7,12.4,5.2,2.4,11.2,16.6
138,VCU Rams,36.0,65.8,22.8,52.6,43.4,6.4,18.4,34.5,13.8,19.9,69.1,10.2,26.4,36.6,13.0,5.8,3.4,16.0,18.7
139,Fairfield Stags,31.0,65.8,23.0,52.5,43.8,4.8,13.9,34.3,15.1,22.4,67.2,11.5,24.6,36.1,12.3,6.6,2.5,11.6,17.7
140,Air Force Falcons,29.0,65.9,22.7,50.5,44.9,8.1,22.2,36.6,12.3,17.9,69.0,10.0,21.1,31.1,14.4,5.8,3.6,12.4,17.1
141,East Carolina Pirates,31.0,65.9,23.9,52.7,45.3,6.0,19.0,31.6,12.2,18.0,67.7,11.1,24.1,35.1,13.6,5.7,4.4,12.0,16.6
142,Louisiana Tech Bulldogs,35.0,66.0,24.0,57.1,42.1,5.5,16.5,33.6,12.4,17.9,69.3,12.7,25.6,38.3,12.0,6.0,3.4,15.3,17.7
143,South Dakota State Jackrabbits,33.0,66.1,22.7,54.3,41.7,5.9,17.1,34.7,14.8,22.4,66.1,10.1,23.9,34.0,11.3,6.2,3.0,12.1,20.8
144,Eastern Michigan Eagles,31.0,66.1,21.6,54.3,39.8,6.9,20.9,33.1,15.9,23.1,69.1,12.3,25.0,37.3,13.8,5.6,3.3,14.5,19.5
145,Loyola Maryland Greyhounds,30.0,66.2,22.5,50.9,44.3,5.5,16.8,32.9,15.6,22.8,68.2,9.3,24.4,33.7,11.9,6.0,5.3,11.2,17.8
146,UC Davis Aggies,30.0,66.2,23.3,55.1,42.3,6.7,19.3,34.5,12.8,18.4,69.9,11.6,20.1,31.7,12.5,6.9,2.4,11.4,18.0
147,Evansville Purple Aces,35.0,66.2,23.7,54.5,43.4,6.6,18.7,35.5,12.2,17.1,71.3,9.5,22.0,31.4,12.3,6.5,3.9,13.2,19.6
148,Penn State Nittany Lions,34.0,66.2,22.1,55.3,39.9,6.0,18.4,32.6,16.1,22.9,70.0,11.2,24.6,35.8,11.6,5.6,3.6,11.9,18.0
149,Eastern Illinois Panthers,31.0,66.2,23.5,55.2,42.6,6.8,19.7,34.4,12.4,17.4,71.2,11.7,24.3,36.0,12.1,6.6,2.9,12.1,17.1
150,Princeton Tigers,29.0,66.3,22.7,51.4,44.1,5.7,15.3,36.9,15.3,21.5,71.3,8.5,23.6,32.1,10.8,5.9,3.6,12.0,19.2
151,Lehigh Mountain Hawks,29.0,66.4,23.1,57.8,39.9,7.9,23.3,33.9,12.4,18.0,68.6,11.5,23.1,34.6,14.3,6.9,2.8,11.6,17.0
152,Morehead State Eagles,32.0,66.5,21.2,48.6,43.6,5.3,15.8,33.7,18.8,26.8,70.0,8.9,22.4,31.4,11.8,5.7,4.8,14.1,17.8
153,Florida International Panthers,31.0,66.5,23.0,55.4,41.5,7.2,21.4,33.7,13.4,20.3,66.1,11.4,23.3,34.7,13.3,7.8,3.8,12.7,16.8
154,Nevada Wolf Pack,29.0,66.6,22.8,54.5,41.8,6.3,18.4,34.1,14.7,22.2,66.3,11.3,22.1,33.4,12.8,6.1,4.4,10.0,17.9
155,Arizona State Sun Devils,34.0,66.6,24.1,53.6,45.1,5.5,15.3,36.2,12.7,18.3,69.7,8.1,23.0,31.0,12.4,6.1,4.2,12.9,20.6
