Ranking,Team,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF
67,Loyola Maryland Greyhounds,30.0,65.7,23.6,53.5,44.1,6.9,20.2,34.0,11.5,16.0,71.9,8.5,24.9,33.4,12.9,6.5,2.8,14.0,14.6
68,Oklahoma State Cowboys,30.0,65.7,22.6,57.7,39.1,7.5,23.1,32.4,13.0,18.0,72.5,11.7,24.3,36.0,11.5,8.2,3.4,16.1,16.9
69,Georgia State Panthers,29.0,65.7,23.1,55.5,41.7,7.5,20.4,36.7,12.0,17.4,68.6,10.5,25.9,36.4,13.0,6.2,3.5,16.2,16.8
70,UC Santa Barbara Gauchos,28.0,65.8,23.8,56.5,42.0,6.0,18.7,31.9,12.3,16.7,73.5,9.1,21.6,30.8,12.2,6.3,2.5,13.0,19.4
71,Longwood Lancers,33.0,65.8,23.9,55.1,43.4,7.7,23.9,32.0,10.3,14.0,73.8,7.6,22.8,30.4,11.9,5.8,3.7,14.2,18.2
72,UMass Lowell River Hawks,31.0,65.8,23.3,56.8,41.0,6.8,19.0,35.8,12.4,17.2,72.0,9.9,24.9,34.8,10.2,6.0,3.7,13.9,15.2
73,UAlbany Great Danes,31.0,65.9,23.2,52.9,43.9,7.3,20.4,35.5,12.2,16.8,72.2,8.5,25.6,34.2,12.5,5.3,4.4,13.6,14.9
74,Cincinnati Bearcats,33.0,65.9,23.2,57.5,40.3,5.5,17.6,31.3,14.1,19.6,72.0,10.6,26.9,37.5,12.1,5.7,3.4,12.5,16.5
75,Fairfield Stags,33.0,66.0,24.2,56.5,42.7,5.6,17.2,32.5,12.1,17.3,69.9,9.6,24.7,34.3,10.2,5.3,3.5,11.3,16.3
76,Wisconsin Badgers,33.0,66.0,24.6,56.7,43.5,6.2,19.0,32.5,10.5,15.4,68.3,8.3,26.5,34.8,11.5,4.7,3.3,11.4,18.9
77,USC Trojans,34.0,66.0,23.7,60.8,39.0,6.9,20.9,33.1,11.6,16.3,71.5,10.4,23.3,33.7,11.9,6.6,3.4,9.8,17.2
78,Davidson Wildcats,34.0,66.0,23.3,55.6,41.9,8.1,24.2,33.4,11.3,15.3,73.9,7.5,23.6,31.1,11.9,5.0,2.3,11.1,17.7
79,Colorado State Rams,31.0,66.0,24.0,55.7,43.0,8.0,24.3,32.8,10.1,14.2,71.2,8.3,23.7,32.0,12.0,5.5,2.9,12.4,17.2
80,Air Force Falcons,29.0,66.0,23.1,49.8,46.3,5.2,16.6,31.2,14.7,19.4,76.0,8.6,24.4,33.0,10.9,5.4,3.4,12.9,16.8
81,California Golden Bears,32.0,66.1,23.4,55.6,42.1,6.0,19.5,30.9,13.3,17.5,75.9,8.0,25.7,33.8,9.8,5.8,3.4,9.6,14.3
82,Texas A&M Aggies,40.0,66.1,23.1,55.8,41.4,6.8,21.3,31.7,13.1,18.3,71.8,11.6,23.2,34.8,14.9,7.2,4.7,16.9,17.6
83,Texas Southern Tigers,32.0,66.1,23.5,58.9,39.9,6.4,20.9,30.4,12.7,19.7,64.7,10.7,24.1,34.7,11.4,8.1,2.5,12.1,18.4
84,Indiana Hoosiers,35.0,66.2,22.7,57.3,39.6,7.6,22.9,33.0,13.3,17.6,75.6,9.1,24.5,33.6,10.8,6.6,2.7,12.1,17.3
85,Providence Friars,33.0,66.2,24.3,59.4,40.9,6.4,21.4,30.0,11.2,16.0,69.6,10.2,24.2,34.4,11.2,5.8,3.7,10.5,18.3
86,Gonzaga Bulldogs,32.0,66.2,24.7,64.8,38.0,6.6,21.6,30.5,10.3,14.8,69.9,9.8,23.5,33.3,10.2,6.1,2.9,12.0,18.3
87,Mississippi State Bulldogs,34.0,66.2,23.8,55.3,43.0,7.4,23.1,31.9,11.4,15.6,72.6,8.6,21.9,30.5,13.8,7.1,3.2,13.1,16.8
88,Wofford Terriers,32.0,66.3,23.3,52.0,44.9,8.6,24.0,35.9,11.0,14.8,74.1,6.3,21.4,27.7,11.5,6.1,2.4,13.3,16.7
89,Wichita State Shockers,28.0,66.4,23.7,57.2,41.4,6.6,21.0,31.6,12.3,17.4,70.8,9.9,24.9,34.9,12.4,6.7,3.8,13.8,16.5
90,Maryland-Eastern Shore Hawks,27.0,66.4,23.3,53.8,43.2,6.9,20.8,33.0,13.0,19.0,68.6,9.6,26.0,35.5,12.7,7.0,3.1,17.4,16.1
91,UC Davis Aggies,24.0,66.4,23.0,55.5,41.4,6.4,18.7,34.3,14.0,19.9,70.2,10.2,25.2,35.3,10.8,5.9,2.3,13.3,17.3
92,Creighton Bluejays,35.0,66.4,25.1,63.3,39.6,6.7,21.0,31.7,9.6,13.1,72.8,11.4,24.3,35.7,11.3,6.8,3.5,10.7,15.7
93,Seton Hall Pirates,32.0,66.4,23.9,59.3,40.2,6.3,20.2,31.0,12.4,16.0,77.5,10.9,24.9,35.8,11.5,6.4,4.2,12.7,16.4
94,Drake Bulldogs,36.0,66.4,23.3,54.3,42.9,6.8,20.6,32.9,13.0,17.8,72.9,8.4,23.5,31.9,10.1,5.5,2.9,13.3,16.4
95,Temple Owls,29.0,66.4,23.4,58.3,40.1,6.3,21.3,29.4,13.4,18.5,72.6,11.0,25.2,36.2,13.2,6.5,3.5,11.7,19.3
96,St. Bonaventure Bonnies,33.0,66.5,24.4,57.0,42.8,8.6,25.2,34.2,9.1,12.7,71.8,9.3,24.3,33.7,14.5,5.2,2.7,12.7,14.9
97,Florida Gators,34.0,66.5,24.4,55.4,44.1,5.9,18.3,32.2,11.7,16.8,69.8,10.9,24.1,35.0,12.0,7.6,2.6,14.6,17.7
98,Rutgers Scarlet Knights,32.0,66.5,23.6,56.5,41.8,7.6,22.4,33.9,11.7,16.1,72.5,9.4,24.3,33.7,12.4,5.8,3.1,11.8,15.2
99,Cal State Fullerton Titans,32.0,66.5,24.4,55.4,44.0,7.8,20.8,37.6,10.0,14.2,70.1,9.0,23.1,32.0,13.3,6.2,3.3,13.9,19.2
100,Kentucky Wildcats,34.0,66.6,24.6,59.4,41.4,6.6,21.3,30.8,10.9,15.1,72.1,9.0,21.4,30.4,11.5,6.0,2.9,12.2,16.1
101,Cal State Bakersfield Roadrunners,27.0,66.6,21.3,48.4,44.0,7.0,20.0,35.1,17.0,23.0,73.9,7.8,23.6,31.4,11.2,5.6,2.3,13.6,17.9
102,UTEP Miners,34.0,66.6,23.8,53.9,44.1,6.0,18.0,33.4,13.1,20.4,64.2,9.9,26.3,36.2,11.9,5.6,2.2,14.6,15.5
103,Seattle U Redhawks,32.0,66.6,22.7,56.4,40.3,6.5,20.6,31.4,14.7,21.9,67.3,9.3,27.8,37.1,11.7,5.6,3.4,14.7,17.8
104,UAB Blazers,35.0,66.7,23.8,57.4,41.5,6.9,21.3,32.5,12.2,17.3,70.6,9.9,23.8,33.7,11.1,5.5,3.6,15.8,15.7
105,Fordham Rams,32.0,66.8,24.4,57.3,42.6,6.2,19.8,31.3,11.8,17.5,67.8,9.5,27.5,37.0,12.0,5.8,3.2,13.7,17.3
106,Utah State Aggies,34.0,66.9,24.1,56.0,42.9,7.4,21.7,34.1,11.4,16.0,70.8,7.9,23.5,31.4,13.3,6.2,3.0,12.4,16.9
107,Montana Grizzlies,32.0,66.9,23.2,52.6,44.0,5.7,15.9,35.6,14.9,20.6,72.6,8.1,25.8,33.9,10.1,4.1,2.8,13.2,18.0
108,Butler Bulldogs,33.0,66.9,24.3,56.0,43.4,6.6,21.2,31.0,11.8,16.5,71.2,9.2,24.8,34.0,12.0,5.7,4.3,11.3,16.9
109,Alabama A&M Bulldogs,30.0,67.0,23.9,59.7,40.1,7.4,23.2,32.0,11.7,17.1,68.4,11.9,27.6,39.6,13.5,7.5,2.9,13.6,16.9
110,Old Dominion Monarchs,32.0,67.0,23.7,56.6,41.9,8.7,25.6,34.1,10.9,16.1,67.8,9.8,24.0,33.8,13.0,5.6,2.7,11.3,15.8
111,Notre Dame Fighting Irish,35.0,67.1,25.7,59.5,43.1,6.7,21.0,32.2,9.1,13.1,69.4,8.9,24.8,33.7,11.6,6.0,3.0,10.1,15.1
112,Colgate Raiders,35.0,67.1,25.2,59.3,42.5,7.0,20.8,33.5,9.7,14.3,67.7,9.2,24.4,33.5,13.5,6.4,2.9,10.9,14.9
113,SMU Mustangs,33.0,67.1,24.8,62.8,39.5,6.4,21.4,29.8,11.1,16.0,69.6,12.2,24.8,37.1,13.1,7.1,4.1,11.8,17.5
114,IUPUI Jaguars,29.0,67.1,23.0,51.5,44.6,7.5,21.2,35.3,13.7,18.5,74.3,9.8,23.0,32.8,12.1,7.6,3.0,13.2,14.6
115,California Baptist Lancers,34.0,67.2,24.1,58.1,41.5,6.1,19.3,31.8,12.9,18.8,68.5,9.8,24.8,34.5,12.5,6.3,2.1,12.3,19.5
116,Bellarmine Knights,33.0,67.2,23.9,54.2,44.1,8.6,25.3,33.9,10.8,15.2,70.9,9.2,23.3,32.5,12.5,5.0,2.2,11.8,14.6
117,Middle Tennessee Blue Raiders,37.0,67.2,23.0,55.6,41.3,6.4,20.6,30.9,14.8,19.8,74.7,10.2,23.6,33.9,10.2,6.4,3.2,14.7,17.4
118,Auburn Tigers,34.0,67.2,22.9,59.2,38.6,6.6,21.3,31.0,14.9,20.3,73.3,11.2,25.3,36.5,11.2,7.5,3.9,14.5,17.5
119,Illinois Fighting Illini,33.0,67.2,24.7,59.9,41.3,5.7,17.7,32.0,12.1,16.9,71.5,9.8,23.2,33.0,10.2,6.6,2.9,10.6,18.1
120,Jacksonville State Gamecocks,32.0,67.2,24.3,59.4,40.9,8.8,26.6,33.2,9.8,12.8,76.2,9.8,23.0,32.7,13.2,6.3,2.7,11.8,15.6
121,Arizona State Sun Devils,31.0,67.2,23.2,58.0,40.0,7.4,23.8,31.1,13.5,18.7,72.1,11.4,28.5,39.8,13.3,6.1,3.1,13.5,15.2
122,Kansas Jayhawks,40.0,67.3,24.5,60.3,40.6,6.3,21.0,29.8,12.0,16.7,71.9,10.7,22.4,33.1,11.8,6.5,3.2,12.7,17.4
123,Kansas City Roos,31.0,67.3,22.7,51.5,44.1,5.8,18.1,31.9,16.1,21.6,74.6,7.8,25.3,33.2,10.9,4.9,3.4,15.6,17.2
124,San Diego Toreros,31.0,67.3,25.8,59.1,43.7,5.3,16.4,32.5,10.3,14.3,71.8,9.1,25.9,35.0,12.6,5.9,2.8,11.2,16.2
125,Cal Poly Mustangs,28.0,67.3,22.6,54.6,41.4,7.1,19.8,35.9,14.9,20.0,74.8,9.3,23.9,33.2,11.2,6.2,2.5,11.7,19.4
126,Monmouth Hawks,34.0,67.3,23.1,56.7,40.7,7.5,23.1,32.3,13.6,19.1,71.3,10.1,25.1,35.1,11.6,5.4,3.2,12.0,18.7
127,Colorado Buffaloes,33.0,67.4,24.5,58.2,42.0,7.1,21.5,33.1,11.4,15.7,72.4,8.8,23.3,32.0,11.2,7.0,3.6,12.1,18.7
128,Radford Highlanders,29.0,67.4,23.5,51.6,45.5,6.7,19.3,34.8,13.7,19.0,72.2,7.9,24.9,32.9,11.4,7.0,3.3,13.5,16.3
129,Kansas State Wildcats,31.0,67.5,24.2,55.6,43.4,6.7,22.4,30.2,12.4,17.8,69.7,9.6,26.3,35.9,13.3,5.7,3.5,13.5,15.6
130,Abilene Christian Wildcats,36.0,67.6,21.7,49.5,43.9,6.7,20.0,33.6,17.4,24.0,72.5,9.1,25.4,34.5,11.2,5.5,3.6,21.0,21.4
131,Boston University Terriers,35.0,67.7,25.0,55.5,45.0,6.2,18.4,33.6,11.5,15.8,72.9,8.0,22.4,30.4,11.9,7.0,3.8,11.1,16.5
132,Ohio State Buckeyes,32.0,67.7,24.1,58.1,41.5,7.1,20.9,33.8,12.4,16.9,73.1,10.3,21.7,32.0,11.5,6.2,2.5,10.2,17.3
133,San Francisco Dons,34.0,67.8,24.5,57.6,42.6,5.1,17.5,29.4,13.6,19.0,71.3,8.4,24.6,33.1,10.7,6.1,2.9,12.9,17.3
134,Duke Blue Devils,39.0,67.8,26.3,63.1,41.7,6.8,21.2,32.1,8.3,12.0,69.1,11.2,22.7,33.9,13.3,6.0,3.2,10.7,15.7
135,Vanderbilt Commodores,36.0,67.8,23.6,55.5,42.6,6.5,21.6,30.1,14.1,19.3,72.7,9.4,25.5,34.9,13.1,6.4,3.8,14.3,19.6
136,Saint Louis Billikens,35.0,67.9,24.3,57.6,42.2,6.6,20.4,32.3,12.7,18.8,67.7,9.7,22.6,32.3,11.5,6.9,4.6,12.8,16.9
137,Southern Jaguars,31.0,67.9,23.0,52.0,44.3,5.5,18.7,29.1,16.5,23.2,70.8,9.6,24.9,34.5,11.5,6.6,3.9,19.0,18.8
138,Presbyterian Blue Hose,32.0,67.9,23.0,51.3,44.9,7.1,19.2,37.2,14.8,20.3,72.5,7.6,23.8,31.4,12.0,6.8,3.3,15.3,17.2
139,Ohio Bobcats,35.0,67.9,24.8,55.9,44.4,6.6,21.0,31.5,11.7,15.4,76.1,8.4,26.6,35.0,11.3,5.7,3.3,14.2,18.3
140,Louisiana Tech Bulldogs,34.0,68.0,24.4,59.1,41.3,7.6,23.1,33.2,11.5,15.8,73.1,10.0,25.7,35.7,12.4,6.4,3.0,13.6,17.2
141,Arizona Wildcats,37.0,68.1,25.1,64.9,38.7,7.4,22.5,32.8,10.5,15.6,67.4,11.9,21.8,33.8,11.8,6.9,2.9,12.8,18.9
142,Pittsburgh Panthers,32.0,68.1,24.0,54.5,44.1,8.6,23.4,36.8,11.4,16.0,71.0,8.5,22.6,31.1,14.5,6.6,3.1,10.6,17.2
143,Arkansas State Red Wolves,29.0,68.1,24.9,58.1,42.8,6.3,19.3,32.9,11.9,17.0,70.2,10.1,23.8,33.9,11.8,7.1,3.2,13.8,17.2
144,Florida Atlantic Owls,34.0,68.1,24.6,55.6,44.4,6.8,18.9,36.1,12.0,17.2,69.5,8.4,23.8,32.1,10.9,6.0,3.0,13.8,16.1
145,Boston College Eagles,33.0,68.1,24.2,53.8,44.9,7.2,19.8,36.4,12.6,17.0,74.3,8.2,24.8,33.0,12.2,6.7,3.9,12.4,16.4
146,Marist Red Foxes,30.0,68.2,24.1,58.1,41.5,7.9,23.8,33.4,12.0,16.5,72.8,9.7,25.4,35.1,13.2,6.0,3.2,11.4,15.7
147,Dartmouth Big Green,25.0,68.2,24.8,55.8,44.5,7.4,21.0,35.3,11.1,15.6,71.1,8.8,26.7,35.5,10.6,6.0,2.2,13.1,15.8
148,UCF Knights,30.0,68.2,24.1,57.1,42.3,7.4,23.6,31.2,12.5,17.0,73.7,10.8,24.8,35.6,13.3,7.1,3.3,14.1,16.3
149,Arkansas Razorbacks,37.0,68.3,23.8,57.7,41.2,7.3,22.4,32.5,13.5,18.4,73.1,9.1,25.8,34.9,12.5,6.6,3.5,14.8,19.5
150,Memphis Tigers,33.0,68.3,23.4,58.8,39.7,8.1,25.2,32.0,13.5,19.5,69.4,11.7,21.0,32.7,13.3,9.2,3.6,14.5,18.5
151,BYU Cougars,35.0,68.3,24.6,58.7,41.9,6.7,22.0,30.6,12.3,18.0,68.5,8.4,24.0,32.4,11.9,6.1,2.9,10.7,16.9
152,Binghamton Bearcats,29.0,68.4,24.9,57.9,42.9,7.1,21.6,33.0,11.6,17.3,66.7,9.8,25.4,35.3,10.7,6.7,3.4,11.1,14.4
153,North Carolina Central Eagles,31.0,68.4,22.7,53.6,42.3,7.2,22.5,31.9,15.8,22.4,70.9,9.9,23.1,33.0,12.5,7.0,4.5,16.8,19.1
154,Richmond Spiders,37.0,68.4,25.7,58.0,44.3,7.2,20.9,34.3,9.8,13.6,72.5,9.4,26.2,35.6,12.7,5.3,3.1,12.8,15.6
155,Purdue Boilermakers,37.0,68.4,25.5,60.1,42.4,8.1,24.4,33.2,9.4,13.0,72.1,8.6,20.5,29.1,13.6,5.9,2.4,9.5,19.4
